,losses
0,105.07752990722656
1,103.04560089111328
2,101.14765930175781
3,102.13458251953125
4,102.41976928710938
5,100.62191772460938
6,99.83033752441406
7,99.94241333007812
8,102.35105895996094
9,101.05525207519531
10,99.15127563476562
11,99.17089080810547
12,99.25931549072266
13,98.3166732788086
14,97.08856201171875
15,100.09905242919922
16,99.31117248535156
17,97.28254699707031
18,97.97530364990234
19,97.33027648925781
20,96.57684326171875
21,94.69865417480469
22,97.6962890625
23,98.41744232177734
24,95.50151062011719
25,93.06733703613281
26,94.84098815917969
27,96.39453125
28,95.39517211914062
29,94.8598403930664
30,95.3341064453125
31,92.48023223876953
32,93.77896881103516
33,94.2513427734375
34,94.91265106201172
35,92.36125183105469
36,92.48027038574219
37,94.71588134765625
38,91.39177703857422
39,91.65657806396484
40,94.5343017578125
41,92.611572265625
42,86.88487243652344
43,91.96373748779297
44,89.86927795410156
45,90.93463897705078
46,87.41786193847656
47,91.3353271484375
48,89.43036651611328
49,91.81464385986328
50,88.77635192871094
51,89.57493591308594
52,90.11817169189453
53,89.3460922241211
54,90.88481903076172
55,89.32293701171875
56,90.59005737304688
57,90.75553131103516
58,84.97148132324219
59,86.67008209228516
60,84.22830963134766
61,86.26268768310547
62,85.51874542236328
63,87.10440063476562
64,87.38005065917969
65,88.07807922363281
66,87.34156036376953
67,84.66921997070312
68,87.3585205078125
69,81.57621765136719
70,87.34397888183594
71,82.93657684326172
72,80.01860046386719
73,82.98514556884766
74,86.74263000488281
75,85.72775268554688
76,85.23088836669922
77,86.21620178222656
78,82.76193237304688
79,85.5558853149414
80,84.67375183105469
81,84.2194595336914
82,81.51521301269531
83,85.12503051757812
84,83.41917419433594
85,80.89067077636719
86,75.59988403320312
87,82.8932113647461
88,78.53295135498047
89,80.42543029785156
90,79.74639892578125
91,81.04615020751953
92,83.55595397949219
93,66.89221954345703
94,80.81561279296875
95,84.66377258300781
96,83.3257064819336
97,81.65230560302734
98,75.8422622680664
99,79.696044921875
100,79.01519775390625
101,79.11109924316406
102,79.83493041992188
103,72.99706268310547
104,77.92303466796875
105,79.94291687011719
106,79.43437957763672
107,78.39273834228516
108,76.07101440429688
109,78.86033630371094
110,75.28657531738281
111,77.28729248046875
112,73.85911560058594
113,79.56657409667969
114,78.52644348144531
115,68.54105377197266
116,79.23255920410156
117,69.03693389892578
118,79.74803161621094
119,73.60319519042969
120,76.09248352050781
121,68.36189270019531
122,78.27972412109375
123,72.46273040771484
124,74.15754699707031
125,79.22874450683594
126,78.15980529785156
127,75.62156677246094
128,71.29011535644531
129,72.2824935913086
130,72.18601989746094
131,79.09677124023438
132,71.15550994873047
133,72.95812225341797
134,75.75785064697266
135,78.18138885498047
136,77.65809631347656
137,76.326171875
138,69.08939361572266
139,67.90992736816406
140,71.25999450683594
141,69.62995147705078
142,71.14606475830078
143,69.7059326171875
144,65.98005676269531
145,71.11012268066406
146,66.67803955078125
147,69.85533905029297
148,73.89356994628906
149,71.06114959716797
150,67.91304016113281
151,64.9513168334961
152,73.85796356201172
153,59.18389129638672
154,72.57683563232422
155,69.12012481689453
156,66.71052551269531
157,71.33924865722656
158,66.57019805908203
159,67.75489044189453
160,73.84970092773438
161,73.16336059570312
162,72.29728698730469
163,66.15673065185547
164,73.5659408569336
165,60.29252243041992
166,67.01937866210938
167,71.71646881103516
168,67.16708374023438
