,sell_money
371,1662615082.743126
372,1662618755.46524
373,1662561744.7924962
374,1662498939.960235
375,1662527467.4673786
376,1662677274.6996677
377,1662666590.896226
378,1662663726.563347
379,1662560331.377898
380,1662576507.2161725
381,1662597459.6203492
382,1662560239.6511414
383,1662522484.2772827
384,1662540933.2459877
385,1662587984.9873104
386,1662570894.5898747
387,1662692113.944626
388,1662657218.1324034
389,1662613182.29061
390,1662654009.8781567
391,1662582195.1454775
392,1662475110.4336364
393,1662623752.7563257
394,1662540927.53077
395,1662680491.3870523
396,1662543740.1292696
397,1662595282.4026334
398,1662665627.9432018
399,1662522217.9986296
400,1662533157.8629262
401,1662538594.8763738
402,1662612283.370382
403,1662620799.3796914
404,1662646834.6386564
405,1662485493.717874
406,1662565579.0138748
407,1662542571.020055
408,1662627779.4349937
409,1662549800.0531557
410,1662626175.7492764
411,1662522854.6283765
412,1662553941.4557822
413,1662618744.7728415
414,1662601396.2151558
415,1662652739.5500975
416,1662540665.9207044
417,1662516978.6611338
418,1662491461.2987242
419,1662606550.3677132
420,1662649442.0735838
421,1662689426.8810031
422,1662575284.8749366
423,1662592491.6494834
424,1662593338.8406847
425,1662565693.9966118
426,1662545403.9735808
427,1662565271.3537114
428,1662682491.6139777
429,1662535521.0166144
430,1662648725.7244885
431,1662522925.5725713
432,1662503665.3289921
433,1662575161.500847
434,1662630183.9160128
435,1662492034.9898374
436,1662632078.5535004
437,1662515054.87311
438,1662668705.2382588
439,1662598894.5885117
440,1662552966.9048133
441,1662568080.8302975
442,1662636651.7772195
443,1662642304.5884144
444,1662483057.9708986
445,1662614730.9181778
446,1662573910.5558853
447,1662516514.4758935
448,1662562034.6314347
449,1662514361.3974602
450,1662535738.8830597
451,1662528789.2100117
452,1662586528.9436445
453,1662659381.232981
454,1662605954.9848835
455,1662578115.839621
456,1662647337.374822
457,1662617522.2148247
458,1662552450.7476094
459,1662664606.2420075
460,1662614431.4538217
461,1662650575.8256888
462,1662615415.5361402
463,1662512280.9863844
464,1662603569.6681767
465,1662592161.4834843
466,1662632093.1325147
467,1662625147.8658202
468,1662539462.0495427
469,1662617388.4867308
470,1662488012.349197
471,1662599178.913317
472,1662601244.0188687
473,1662638212.9534461
474,1662544166.7989516
475,1662594987.9779723
476,1662543852.340225
477,1662591538.7155724
478,1662595612.212477
479,1662610810.4570153
480,1662666785.1003299
481,1662566163.5499465
482,1662603040.8176966
483,1662555277.8879304
484,1662530724.9306905
485,1662494637.9717212
486,1662599070.2724516
487,1662660908.8398228
488,1662615034.599846
489,1662637512.2414112
490,1662576224.8997927
491,1662559468.2237792
492,1662652653.1709151
493,1662572382.2465205
494,1662692247.1179712
495,1662637319.994748
496,1662549882.7991407
497,1662639737.1166785
498,1662615760.371731
499,1662583733.911064
500,1662647549.930046
501,1662657810.370464
502,1662646567.9349644
503,1662544956.0265043
504,1662667581.9264894
505,1662633036.1959445
506,1662669087.353819
507,1662673585.1533432
508,1662636320.4969761
509,1662575713.5676134
510,1662627839.5148594
511,1662493635.5627477
512,1662522412.7438657
513,1662615593.577483
514,1662558800.7113657
515,1662491742.4161227
516,1662563408.3670175
517,1662623248.641485
518,1662631112.506317
519,1662576350.453683
520,1662635287.4972506
521,1662667498.656882
522,1662554433.9232688
523,1662611236.4930577
524,1662587961.4006617
525,1662582216.476947
526,1662658729.9441102
527,1662653026.6675313
528,1662607625.0722232
529,1662554505.8406749
530,1662674632.0389369
531,1662576129.6344254
532,1662606030.3966298
533,1662623856.1787214
534,1662668400.639644
535,1662602468.1003253
536,1662629705.0928643
537,1662529978.5162401
538,1662583195.8997114
539,1662675514.4775171
540,1662596697.1135955
541,1662560713.9441302
542,1662538662.9430854
543,1662638396.794574
544,1662582342.6288288
545,1662565572.8402963
546,1662607982.7880611
547,1662688867.4309258
548,1662536670.2917252
549,1662578821.488991
550,1662594819.3072102
551,1662469197.6253588
552,1662604639.0490997
553,1662580714.7973487
554,1662538958.8291466
555,1662632481.9438958
556,1662599225.0148218
557,1662541539.861141
558,1662523672.5505853
559,1662613396.368366
560,1662531649.0543075
561,1662634263.7153358
562,1662563108.3439994
563,1662608628.7552114
564,1662650920.3170388
565,1662587146.0280995
566,1662624549.8129427
567,1662635885.530784
568,1662569550.8344264
569,1662565937.8604126
570,1662615393.1596806
571,1662720132.4623413
572,1662553430.6187482
573,1662547662.025417
574,1662582641.1010857
575,1662515427.6237621
576,1662626055.3856094
577,1662543835.7357345
578,1662581491.158806
579,1662596963.6217208
580,1662513010.0390396
581,1662563679.6856678
582,1662608468.4040515
583,1662642699.6369407
584,1662760676.198305
585,1662518419.2436817
586,1662599084.2537494
587,1662640492.1488426
588,1662624961.5089588
589,1662520482.8531199
590,1662578547.0121415
591,1662658429.935635
592,1662644807.2226202
593,1662691682.398117
594,1662600169.7906382
595,1662677407.0635664
596,1662586847.5906193
597,1662685134.2022626
598,1662643795.5497942
599,1662580240.1694593
600,1662641811.7090638
601,1662604428.0957713
602,1662556308.9452236
603,1662691376.7433796
604,1662615786.2203317
605,1662571282.0822656
606,1662650419.9245515
607,1662670532.1651447
608,1662543159.4842267
609,1662581195.4754863
610,1662538194.7596717
611,1662528391.6065743
612,1662513671.9054563
613,1662657951.6336334
614,1662617116.3152585
615,1662557623.6518047
616,1662576625.7463884
617,1662707025.5300856
618,1662632309.9307663
619,1662656668.7880754
620,1662574128.991177
621,1662645995.6232896
622,1662671280.519477
623,1662620884.733848
624,1662573501.0610704
625,1662670829.0190299
626,1662632594.4542549
627,1662524625.906112
628,1662630300.6250901
629,1662607451.9217968
630,1662541453.828236
631,1662555548.4413424
632,1662514922.5189703
633,1662567193.675232
634,1662606162.1265473
635,1662603428.1447613
636,1662517209.788595
637,1662493247.8362188
638,1662689376.743326
639,1662582214.700864
640,1662514165.2144325
641,1662484356.1800084
642,1662512175.0376933
643,1662739224.58749
644,1662631610.4946842
645,1662619118.0336406
646,1662488055.8222742
647,1662580006.047587
648,1662630536.3189673
649,1662504479.6823783
650,1662719780.122474
651,1662611164.7222748
652,1662640041.5734735
653,1662668341.4728756
654,1662566962.4128103
655,1662595578.1388278
656,1662541737.6230972
657,1662559381.3604667
658,1662582726.4692507
659,1662610573.6744986
660,1662572064.3326073
661,1662570008.171105
662,1662603828.0316954
663,1662543730.2569063
664,1662582533.928391
665,1662640781.701097
666,1662619053.1492124
667,1662520398.3456433
668,1662620318.9746268
669,1662568594.943456
670,1662633761.2994983
671,1662599398.760717
672,1662552301.1430905
673,1662534784.5247672
674,1662559679.6225927
675,1662637177.7847862
676,1662554495.6567714
677,1662602126.7020085
678,1662485741.090003
679,1662525807.7557502
680,1662640255.2603252
681,1662559514.0432627
682,1662542594.1390755
683,1662690743.0779235
684,1662621902.6625776
685,1662615682.472025
686,1662618295.6849685
687,1662572575.6234324
688,1662561239.5309973
689,1662570548.6252952
690,1662538477.3481677
691,1662488941.315321
692,1662627913.6577334
693,1662579649.8770425
694,1662612620.391212
695,1662527047.7210462
696,1662667684.030973
697,1662710591.3120246
698,1662624657.7568822
699,1662525659.372505
700,1662575585.082194
701,1662544538.2648323
702,1662640754.2899284
703,1662594958.886763
704,1662669982.9130974
705,1662570164.359606
706,1662665427.8879497
707,1662569601.4019492
708,1662596164.4341693
709,1662586255.9733925
710,1662636698.5575733
711,1662635514.9436712
712,1662668851.236226
713,1662629471.6480544
714,1662540278.2216396
715,1662570280.285031
716,1662564320.3855212
717,1662618685.069258
718,1662662567.8570814
719,1662608440.1958318
720,1662596185.502222
721,1662580577.2278528
722,1662538532.4684966
723,1662569977.447847
724,1662670685.4998326
725,1662613398.3075106
726,1662640168.409322
727,1662631500.6707075
728,1662509519.2774732
729,1662624418.628331
730,1662540917.239378
731,1662532751.6994486
732,1662606458.4903717
733,1662527285.8932378
734,1662609317.1716828
735,1662582156.1679692
736,1662677886.836836
737,1662723230.2799952
738,1662571492.215441
739,1662631209.078057
740,1662561316.6223946
741,1662632569.5181177
742,1662643108.869089
743,1662570439.4863389
744,1662618474.066669
745,1662597008.9242396
746,1662683624.063106
747,1662656847.7121801
748,1662690110.3994648
749,1662634252.9095445
750,1662543022.7698143
751,1662639470.104529
752,1662612294.4670706
753,1662523334.3696682
754,1662553950.6913328
755,1662574166.666573
756,1662665781.0610464
757,1662564092.7422462
758,1662579862.4719343
759,1662634652.7148077
760,1662641388.6022508
761,1662632974.3489184
762,1662562489.621813
763,1662647899.7397137
764,1662560368.1776133
765,1662673617.1052384
766,1662592843.826052
767,1662603058.79032
768,1662586676.257473
769,1662608406.3265045
770,1662674526.4264708
771,1662625155.5884356
772,1662622719.0866039
773,1662640586.5404572
774,1662570644.5295033
775,1662626377.193117
776,1662687117.1220043
777,1662543225.0960581
778,1662599011.0771527
779,1662559106.9522536
780,1662598125.4822488
781,1662620632.1591904
782,1662546195.5039382
783,1662526824.001262
784,1662551373.6233456
785,1662645270.2446778
786,1662585918.949457
787,1662600494.4206002
788,1662517402.9015417
789,1662612353.54243
790,1662562791.1397247
791,1662607509.2040195
792,1662631054.4565399
793,1662658980.8347425
794,1662566122.4812381
795,1662648739.7923775
796,1662659136.1888313
797,1662636401.0012784
798,1662561859.5479677
799,1662690249.7867699
800,1662548860.0922437
801,1662553887.1972947
802,1662618380.88115
803,1662677107.0328677
804,1662584439.144037
805,1662628154.7344108
806,1662644920.78819
807,1662643063.642078
808,1662626033.0494788
809,1662639646.0709994
810,1662534743.8922381
811,1662658614.9078674
812,1662535235.3155885
813,1662638559.18958
814,1662603054.7549045
815,1662586365.6048162
816,1662505468.7797542
817,1662623388.2848601
818,1662604803.6817703
819,1662544070.8589756
820,1662692381.9906392
821,1662529651.647746
822,1662493396.9715655
823,1662613539.3547451
824,1662567566.1598303
825,1662560230.6339076
826,1662609526.6113918
827,1662576134.3181264
828,1662545396.360872
829,1662492709.29952
830,1662560332.6223161
831,1662515403.4786236
832,1662589703.017787
833,1662546245.9363787
834,1662599906.9051301
835,1662610919.9296262
836,1662602991.3107007
837,1662619090.6544855
838,1662666419.4656327
839,1662667976.9856877
840,1662526905.4240594
841,1662645460.4148433
842,1662608242.7775693
843,1662640431.9204917
844,1662566419.235561
845,1662586219.3949952
846,1662581435.9789612
847,1662597947.081129
848,1662639904.2255514
849,1662634511.4595618
850,1662645690.9363213
851,1662623282.736306
852,1662621236.417566
853,1662559486.1114485
854,1662658818.4571662
855,1662522034.525082
856,1662564366.5120485
857,1662514544.6068368
858,1662602330.7038088
859,1662556542.272187
860,1662559667.0183575
861,1662507821.6947286
862,1662587866.4831984
863,1662634733.9978983
864,1662514631.3150806
865,1662517603.7630126
866,1662528141.8528664
867,1662589023.8197367
868,1662520717.2849011
869,1662517880.5841675
870,1662687398.159419
871,1662590911.3677619
872,1662532381.5268312
873,1662591052.0689425
874,1662631078.9417596
875,1662544851.9031253
876,1662687322.495633
877,1662538032.6358097
878,1662524496.4245718
879,1662604192.6877627
880,1662555978.5678458
881,1662667471.1964025
882,1662624491.7425814
883,1662650054.138846
884,1662564125.6414635
885,1662535886.7252204
886,1662513789.1797557
887,1662631796.5286431
888,1662641335.9077415
889,1662573568.5902975
890,1662553464.8668425
891,1662659387.9740047
892,1662594987.1920528
893,1662552223.311926
894,1662553596.7071393
895,1662570731.7820718
896,1662656358.2131062
897,1662540010.606376
898,1662515896.9832563
899,1662516429.685376
900,1662656615.6486728
901,1662638728.5629568
902,1662552093.2727504
903,1662619484.7173898
904,1662588612.288541
905,1662541067.655365
906,1662593173.5406907
907,1662644522.1901283
908,1662561669.907393
909,1662588274.2986882
910,1662681955.47315
911,1662593734.9274988
912,1662535802.380552
913,1662619605.8012877
914,1662660099.753094
915,1662588765.9213014
916,1662628499.514261
917,1662515273.8952968
918,1662656422.7009258
919,1662614298.6164548
920,1662605937.470858
921,1662529731.1510136
922,1662658081.1313343
923,1662592143.8562493
924,1662531821.8489916
925,1662549211.277504
926,1662654475.9426491
927,1662539215.3335352
928,1662609726.8315043
929,1662555320.1566403
930,1662661108.4865413
931,1662606048.5808792
932,1662596512.1328359
933,1662557231.240479
934,1662663191.0367727
935,1662592437.2432818
936,1662670582.012196
937,1662592220.9104688
938,1662545262.67481
939,1662689538.1882517
940,1662548220.7542331
941,1662644139.641325
942,1662612271.2959015
943,1662624467.5374682
944,1662523272.3574474
945,1662602623.3009367
946,1662528767.278986
947,1662729687.0491114
948,1662515069.5330465
949,1662488981.936711
950,1662535050.260848
951,1662540943.0478408
952,1662531210.0481446
953,1662615725.0154963
954,1662529550.724404
955,1662677092.6271884
956,1662627309.0248284
957,1662513319.458927
958,1662564410.445171
959,1662540109.9674232
960,1662627499.6061573
961,1662537474.714435
962,1662574705.171508
963,1662660369.8924434
964,1662626261.1490157
965,1662603485.585205
966,1662594633.2811792
967,1662528063.6735418
968,1662559436.5575752
969,1662552122.860001
970,1662512305.6138716
971,1662602782.122232
972,1662596534.4232986
973,1662638813.840411
974,1662511536.489706
975,1662584253.1240723
976,1662580911.6773396
977,1662541645.4176629
978,1662639176.1490457
979,1662692434.2772977
980,1662563739.3702822
981,1662650651.5291703
982,1662668469.6332815
983,1662566287.2229445
984,1662462169.454833
985,1662542816.6346264
986,1662541313.1946235
987,1662585712.0741086
988,1662641433.644379
989,1662554144.1640491
990,1662611964.8806648
991,1662580595.4260588
992,1662679440.9259083
993,1662661430.84473
994,1662601301.5502849
995,1662461768.286475
996,1662598233.870639
997,1662561232.7191668
998,1662480686.7755287
999,1662553039.5519328
1000,1662524806.0753303
1001,1662616810.938227
1002,1662691293.4892426
1003,1662618211.3862145
1004,1662560785.7464015
1005,1662643602.1878054
1006,1662619307.7607925
1007,1662646213.5949626
1008,1662596804.8545194
1009,1662680496.6131945
1010,1662575431.8735077
1011,1662608862.0569685
1012,1662649611.2493134
1013,1662529381.2326696
1014,1662539972.6085343
1015,1662587593.3335292
1016,1662633746.765198
1017,1662525170.4914374
1018,1662576978.71009
1019,1662705093.98125
1020,1662654525.5256917
1021,1662519791.5669029
1022,1662619639.2677932
1023,1662624536.3284204
1024,1662635283.542324
1025,1662569408.3826141
1026,1662663146.9577515
1027,1662486544.8936498
1028,1662637682.755517
1029,1662635332.4231274
1030,1662533411.4437416
1031,1662659997.8357048
1032,1662629924.5831864
1033,1662623648.4394975
1034,1662686329.4103699
1035,1662605818.8511834
1036,1662608039.0091646
1037,1662545303.8936996
1038,1662541284.389413
1039,1662667074.5009015
1040,1662675752.1258402
1041,1662518202.0842884
1042,1662563427.8155594
1043,1662543864.8200753
1044,1662659236.7405438
1045,1662664790.402656
1046,1662586449.467914
1047,1662618345.4234128
1048,1662632817.2455902
1049,1662648891.6226947
1050,1662540379.9578035
1051,1662622477.8519897
1052,1662487043.8470166
1053,1662669351.765672
1054,1662530877.1559246
1055,1662592968.8894799
1056,1662608023.537538
1057,1662665756.1722736
1058,1662610642.6344795
1059,1662602253.0520296
1060,1662592088.1608706
1061,1662612515.5536466
1062,1662623549.3137546
1063,1662588235.7681458
1064,1662591129.701025
1065,1662636858.0720341
1066,1662537828.1403937
1067,1662502103.617407
1068,1662576477.1392713
1069,1662598231.121533
1070,1662589440.417375
1071,1662624128.34829
1072,1662547876.4332047
1073,1662538288.4878116
1074,1662643738.7061257
1075,1662602763.9284687
1076,1662611912.9681153
1077,1662697822.410078
1078,1662607526.7838917
1079,1662650024.9421287
1080,1662576760.0312815
1081,1662558398.0084739
1082,1662572280.0749469
1083,1662567712.1753085
1084,1662621589.9624975
1085,1662593278.044847
1086,1662583370.1819491
1087,1662642644.4264169
1088,1662518235.9633255
1089,1662610498.9978397
1090,1662724560.006099
1091,1662647781.8999407
1092,1662606779.5220034
1093,1662537223.4028194
1094,1662604487.3602147
1095,1662505845.7059355
1096,1662595649.5223508
1097,1662512066.8004062
1098,1662625635.1216109
1099,1662627091.4717486
1100,1662662879.3343189
1101,1662569234.5271883
1102,1662624221.1575396
1103,1662609954.862878
1104,1662550801.3376958
1105,1662673323.562073
1106,1662534747.705286
1107,1662695205.6386676
1108,1662551257.016703
1109,1662615033.2271962
1110,1662535057.9781172
1111,1662600933.6117857
1112,1662629475.3100257
1113,1662568722.131632
1114,1662678497.9095538
1115,1662586939.7008739
1116,1662588580.0273812
1117,1662626979.4705799
1118,1662636721.515704
1119,1662689266.2195132
1120,1662658266.1215963
1121,1662533918.3872256
1122,1662494084.0531285
1123,1662585926.7510123
1124,1662544643.0266337
1125,1662520004.9414017
1126,1662489473.5481555
1127,1662664713.2987351
1128,1662542917.5342042
1129,1662569751.1758096
1130,1662583535.8947093
1131,1662543390.696304
1132,1662636295.0849636
1133,1662532240.0982027
1134,1662576303.3701587
1135,1662555457.9696295
1136,1662549623.8042216
1137,1662654234.2153032
1138,1662524436.2190113
1139,1662550379.0087967
1140,1662477730.5312114
1141,1662638566.9251945
1142,1662572729.355215
1143,1662578404.2228613
1144,1662514423.2849603
1145,1662555543.7320318
1146,1662674198.673262
1147,1662671975.0056949
1148,1662693365.592723
1149,1662542591.2726932
1150,1662491593.6268785
1151,1662615742.9466884
1152,1662623158.7288945
1153,1662542422.0768278
1154,1662543344.8019698
1155,1662621183.4417584
1156,1662546932.0757358
1157,1662599915.735328
1158,1662554260.321938
1159,1662670350.291375
1160,1662553349.8784337
1161,1662524718.392399
1162,1662558089.0731072
1163,1662629832.8259776
1164,1662576530.2845998
1165,1662691300.9539907
1166,1662588489.851987
1167,1662532605.6119723
1168,1662549318.2761068
1169,1662663663.9125676
1170,1662684688.7022293
1171,1662573753.424737
1172,1662576633.7612712
1173,1662657955.257582
1174,1662607229.8278627
1175,1662646577.5771744
1176,1662505221.3724725
1177,1662492217.9804003
1178,1662538319.4431088
1179,1662558825.1728904
1180,1662575992.6772301
1181,1662510143.0983458
1182,1662678150.1582782
1183,1662644187.0994718
1184,1662569118.4388862
1185,1662549869.653876
1186,1662604857.5377173
1187,1662670367.0040634
1188,1662561916.7631059
1189,1662572901.4482467
1190,1662660029.3005846
1191,1662526545.7848651
1192,1662650114.0990257
1193,1662636034.030778
1194,1662665157.875591
1195,1662622568.1552646
1196,1662494155.1304092
1197,1662607584.3693619
1198,1662521162.4128895
1199,1662542654.9636316
1200,1662619940.9681199
1201,1662537313.7314446
1202,1662598445.3637874
1203,1662673978.6516128
1204,1662619924.7023444
1205,1662649691.4285536
1206,1662528372.6777213
1207,1662603045.3780177
1208,1662517730.2876282
1209,1662642890.3772392
1210,1662610114.986024
1211,1662579433.9925647
1212,1662614776.393511
1213,1662647545.3169162
1214,1662538095.4018478
1215,1662555615.9594004
1216,1662583963.2130883
1217,1662651817.031858
1218,1662568544.2238643
1219,1662630609.203709
1220,1662562284.5528617
1221,1662565608.7502592
1222,1662556289.6007223
1223,1662667235.4271824
1224,1662649648.1563087
1225,1662560940.9809804
1226,1662575695.4859743
1227,1662658345.940289
1228,1662563165.1498733
1229,1662622194.4745984
1230,1662588938.615813
1231,1662620434.0443027
1232,1662577078.9821658
1233,1662473744.0297322
1234,1662599586.6919415
1235,1662555965.3974907
1236,1662583710.290707
1237,1662588004.532336
1238,1662520493.015531
1239,1662504577.9997115
1240,1662562738.0283878
1241,1662578488.0173182
1242,1662636159.6262257
1243,1662563266.0874467
1244,1662629945.4586847
1245,1662691371.4151695
1246,1662660779.2220223
1247,1662582344.5150695
1248,1662611600.6917963
1249,1662675888.5743828
1250,1662609764.97688
1251,1662540504.5683212
1252,1662651707.220722
1253,1662679756.2363377
1254,1662517132.956083
1255,1662488358.9430692
1256,1662503165.6922107
1257,1662636899.1845644
1258,1662670473.218647
1259,1662591573.6714137
1260,1662551305.800859
1261,1662602172.5820253
1262,1662576459.06417
1263,1662668665.348398
1264,1662708186.0535114
1265,1662464020.5509253
1266,1662616158.4367495
1267,1662640421.352406
1268,1662546024.5591407
1269,1662529655.9307358
1270,1662649767.3851852
1271,1662630775.930209
1272,1662557095.8825524
