,cum_rewards
961,-306.7158259702043
962,-308.494028449132
963,-307.55720165101985
964,-307.32511543305185
965,-307.895830780531
966,-306.5600768725215
967,-307.26118463395835
968,-307.04406205726184
969,-307.43636741701727
970,-306.98723320748473
971,-308.067686063513
972,-307.57543582266385
973,-307.77527945845804
974,-308.15659848220906
975,-306.73359844348147
976,-306.2770254920051
977,-306.53470958872884
978,-308.3257552519461
979,-308.0987917851553
980,-306.83068212307955
981,-306.88011669438293
982,-307.17755421764497
983,-307.87054781250004
984,-307.09665725561155
985,-306.8245468422649
986,-307.60002759140247
987,-307.15331103468964
988,-306.87222322131106
989,-307.6874100536195
990,-307.96149270025575
991,-306.9541013086425
992,-307.7615293996396
993,-306.8723204642555
994,-307.3450625299445
995,-306.6633133555337
996,-307.42280177766554
997,-307.4686555474741
998,-307.89718949369296
999,-307.93691900905026
1000,-306.6900267818902
1001,-307.4651134129427
1002,-307.5963688811643
1003,-306.90075585595
1004,-307.9592836678878
1005,-308.3160139399069
1006,-306.9036986527356
1007,-307.37655095898106
1008,-308.04873245445145
1009,-308.2133121347761
1010,-306.322436533861
1011,-306.65273031751093
1012,-307.5600585845282
1013,-307.313005224678
1014,-307.31796576571145
1015,-307.15326430370385
1016,-306.72951195499894
1017,-307.5431309190126
1018,-306.433204596196
1019,-307.17057131865613
1020,-306.58161491177054
1021,-306.914124938876
1022,-307.0799755547643
1023,-307.2629306574178
1024,-308.0283995476895
1025,-307.9594181571225
1026,-307.0426594480126
1027,-306.9960704764551
1028,-307.7320074251068
1029,-308.12248736547247
1030,-307.14807879761514
1031,-306.66288412488916
1032,-306.98107092577874
1033,-307.56876559971283
1034,-307.0165972587648
1035,-307.0789724628893
1036,-307.6255121940142
1037,-307.28299449238426
1038,-307.9357798665419
1039,-307.7078691423062
1040,-307.3037918183441
1041,-306.63972479989206
1042,-306.79898513980805
1043,-307.5936674556631
1044,-307.6517947307614
1045,-306.9059059544027
1046,-307.0585640317361
1047,-307.02208923589995
1048,-307.6784697377379
1049,-307.8783712422506
1050,-306.78461305527986
1051,-306.78370047416126
1052,-307.6924677792926
1053,-307.2774855009622
1054,-307.5346115914652
1055,-307.590502044493
1056,-307.1492942347977
1057,-307.9078978694875
1058,-307.8903856103539
1059,-306.933076071009
1060,-307.8256269649336
1061,-307.2106868881555
1062,-307.9288975191387
1063,-307.2832229467742
1064,-307.4947716175779
1065,-307.0347741332863
1066,-307.47264629227664
1067,-307.3575681565176
1068,-307.66894066734164
1069,-306.35142440795244
1070,-307.97057184323756
1071,-307.4565738175098
1072,-308.1635150403367
1073,-307.19183778232036
1074,-307.87052409990696
1075,-307.50368670975666
1076,-307.00399195859035
1077,-307.45500542232105
1078,-307.17681003528116
1079,-307.2886468047845
1080,-308.02119025467533
1081,-307.23536078799543
1082,-308.0868814227361
1083,-307.74723036704097
1084,-307.57314135316915
1085,-306.86092479097215
1086,-307.6922207018193
1087,-307.6631423400255
1088,-307.3169944160378
1089,-307.66311507204114
1090,-308.15614889589625
1091,-307.1949649333306
1092,-306.75130396653657
1093,-307.4398110225085
1094,-307.74508748690874
1095,-306.8358522821751
1096,-307.5792881519946
1097,-306.72574247255005
1098,-308.0221654723355
1099,-307.57711443084173
1100,-307.8200165424436
1101,-306.9408079302905
1102,-306.9233771336173
1103,-307.42394219881044
1104,-307.0918345964543
1105,-307.65256479710575
1106,-307.81525863183344
1107,-307.8955030700222
1108,-308.5987238872068
1109,-306.25924962529047
1110,-307.209224677836
1111,-306.39191742167924
1112,-307.41436993914664
1113,-308.11052400759127
1114,-307.9679062393657
1115,-308.09730828562334
1116,-307.7411874298413
1117,-307.38820043950693
1118,-306.7916727460441
1119,-307.08952392880025
1120,-307.63089665354823
1121,-306.53610252874284
1122,-307.80789916445843
