,sell_money
234,1662523848.9076104
235,1662641832.5482647
236,1662511615.6968336
237,1662586344.0937133
238,1662521408.1671066
239,1662667984.546747
240,1662499956.2694633
241,1662638568.2484488
242,1662626758.3216922
243,1662540823.0807183
244,1662561382.278009
245,1662573810.0924025
246,1662542168.9812193
247,1662632837.3331864
248,1662597141.2497416
249,1662660077.2752743
250,1662561895.560092
251,1662664035.2912376
252,1662606632.4191866
253,1662504322.240726
254,1662594071.3459294
255,1662607272.1810174
256,1662605108.2029214
257,1662588980.098612
258,1662555330.1741264
259,1662605876.724491
260,1662553360.7471428
261,1662640581.412528
262,1662553204.5907567
263,1662629650.764339
264,1662528443.0442066
265,1662595420.3081973
266,1662692748.5517783
267,1662641253.9796333
268,1662619836.3196414
269,1662600815.481933
270,1662569880.8879275
271,1662676139.3706717
272,1662613470.818629
273,1662540400.6339035
274,1662654578.6659184
275,1662604717.3521547
276,1662555784.522562
277,1662589152.0346289
278,1662635540.0904548
279,1662567111.612212
280,1662627042.2809231
281,1662559210.0736861
282,1662545582.0684733
283,1662500577.1636546
284,1662678072.4802096
285,1662602817.3463123
286,1662654759.6820974
287,1662624204.757773
288,1662520043.5862553
289,1662572945.5113573
290,1662602933.2831113
291,1662621689.1252682
292,1662514321.0611095
293,1662611215.7494678
294,1662609106.6303463
295,1662596809.1373065
296,1662566834.4511209
297,1662644083.5026941
298,1662625360.7507253
299,1662525217.1089745
300,1662612918.3339467
301,1662538560.958364
302,1662638637.4050431
303,1662567413.201853
304,1662549138.4434588
305,1662550982.6172304
306,1662666731.3931305
307,1662565974.4504511
308,1662611904.2272363
309,1662512443.4483984
310,1662635809.0950701
311,1662637328.7608101
312,1662610950.9317605
313,1662690894.184983
314,1662605888.4337983
315,1662523370.9212413
316,1662635716.3327687
317,1662654140.4183578
318,1662667300.3325968
319,1662558264.7354002
320,1662634390.4823806
321,1662574644.7434025
322,1662611010.5785828
323,1662575824.4780622
324,1662553592.8758109
325,1662593875.5853949
326,1662615226.98525
327,1662658954.221976
328,1662600046.2787652
329,1662590250.7966847
330,1662625349.9220128
331,1662701297.5577927
332,1662656403.277531
333,1662609613.2803996
334,1662622573.34961
335,1662622600.5323625
336,1662511194.6146972
337,1662551422.034074
338,1662527295.6146424
339,1662660032.933172
340,1662566445.69374
341,1662618205.5833037
342,1662622623.7305262
343,1662533363.41292
344,1662566215.6325915
345,1662543097.1845734
346,1662511760.1085496
347,1662629819.7374682
348,1662551302.7282724
349,1662499108.7754767
350,1662545580.2194834
351,1662536706.2275732
352,1662640518.0195029
353,1662699251.34377
354,1662551176.412033
355,1662603531.0290594
356,1662546790.0866148
357,1662603244.71328
358,1662534895.2970207
359,1662494205.2617612
360,1662654874.8287852
361,1662646119.150121
362,1662630134.5666668
363,1662495095.049279
364,1662604558.8426168
365,1662596265.8709595
366,1662599389.069821
367,1662613969.5481384
368,1662661058.6076322
369,1662596118.4228864
370,1662593018.0793378
371,1662676513.6575809
372,1662629300.591282
373,1662649380.3655136
374,1662601939.9417565
375,1662638944.6150851
376,1662626620.7105799
377,1662629408.9766138
378,1662660539.3475666
379,1662564567.8328068
380,1662626332.6288922
381,1662611680.7097263
382,1662523240.9704165
383,1662577970.7121196
384,1662574482.9642785
385,1662629598.0032609
386,1662587258.2409763
387,1662585395.7251737
388,1662575611.0372415
389,1662647961.176969
390,1662547325.700848
391,1662560310.583532
392,1662623444.4766266
393,1662618193.003692
394,1662622441.4690688
395,1662502621.435325
396,1662587630.202452
397,1662640324.1659818
398,1662581594.8447871
399,1662505629.1948028
400,1662542973.886914
401,1662605594.483914
402,1662535358.7096398
403,1662619895.8340793
404,1662509999.3823225
405,1662617290.2995179
406,1662660295.6311235
407,1662592469.2598958
408,1662565148.3828025
409,1662668387.1990008
410,1662529868.305347
411,1662522423.468806
412,1662643112.4121559
413,1662616527.4206865
414,1662624243.6213386
415,1662547568.3423448
416,1662587020.9301877
417,1662526240.87648
418,1662528562.9859972
419,1662631252.591655
420,1662639996.4738858
421,1662688400.4631705
422,1662672165.6992378
423,1662549553.8602781
424,1662620015.0884247
425,1662537837.7940276
426,1662558742.8272426
427,1662561874.8557956
428,1662543347.0731056
429,1662636656.222413
430,1662572127.7365973
431,1662547772.6348107
432,1662537204.1625643
433,1662555412.4377437
434,1662577518.4701147
435,1662571549.1483572
436,1662611841.0686557
437,1662597632.7251465
438,1662638249.105523
439,1662636206.999011
440,1662673826.5996013
441,1662554814.6561205
442,1662598801.8525276
443,1662624667.719935
444,1662598449.4118338
445,1662567465.239476
446,1662651501.0474958
447,1662693296.9327745
448,1662673899.5895514
449,1662505793.9849598
450,1662664581.2716985
451,1662629046.2663689
452,1662523250.6297305
453,1662616534.2158709
454,1662516642.8075287
455,1662659633.9269187
456,1662572656.0676498
457,1662607472.1898415
458,1662546409.43694
459,1662551986.9877584
460,1662583503.9731698
461,1662610428.7260554
462,1662562104.8733444
463,1662678551.4106379
464,1662520087.551255
465,1662530449.4595747
466,1662713089.5547488
467,1662613780.6693335
468,1662583153.2850986
469,1662582402.4620507
470,1662582211.0314271
471,1662512789.419651
472,1662656935.404831
473,1662690619.6002655
474,1662596067.0416524
475,1662606813.0988965
476,1662634813.8117564
477,1662639777.2171705
478,1662527624.392724
479,1662663361.86912
480,1662649346.0987706
481,1662597923.4234972
482,1662659515.0551536
483,1662592966.3733697
484,1662600070.2651756
485,1662647120.7371447
486,1662643917.2566147
487,1662492355.3409884
488,1662694281.8519428
489,1662600697.62125
490,1662554512.1233144
491,1662692053.5287929
492,1662614978.9209673
493,1662600786.271531
494,1662548936.406661
495,1662558813.5284064
496,1662631254.458659
497,1662575309.134451
498,1662552028.6057549
499,1662652076.740049
500,1662615305.9974236
501,1662548908.6959326
502,1662611164.56569
503,1662584126.559517
504,1662615163.3487484
505,1662494014.542804
506,1662618978.963438
507,1662581002.5084684
508,1662624002.0532372
509,1662644821.8473415
510,1662556441.2672532
511,1662582672.6044695
512,1662671729.1391592
513,1662540922.6145816
514,1662506891.0090601
515,1662620790.5889447
516,1662664898.256116
517,1662601302.7699087
518,1662513828.5448596
519,1662665747.58487
520,1662668112.8429582
521,1662607363.5222974
522,1662609500.4192195
523,1662630304.6813028
524,1662595478.6783748
525,1662608857.9598143
526,1662603475.1145425
527,1662648205.031336
528,1662527207.584425
529,1662655468.3809223
530,1662581006.4167464
531,1662590875.0975342
532,1662563093.2241051
533,1662500927.4187567
534,1662557644.250073
535,1662546297.316239
536,1662570057.4587955
537,1662605595.3442051
538,1662553482.1329553
539,1662609050.9333417
540,1662509356.4646804
541,1662638735.361535
542,1662644140.7083464
543,1662519584.6434343
544,1662484473.7782927
545,1662697382.1160235
546,1662650361.6506107
547,1662613354.02979
548,1662608119.5400255
549,1662549558.464819
550,1662531632.9495833
551,1662559341.4501522
552,1662714917.8066013
553,1662635703.2681534
554,1662577427.9788709
555,1662573742.9444342
556,1662572963.4836125
557,1662665829.2421513
558,1662652392.9427233
559,1662562424.723495
560,1662548319.9107392
561,1662566387.3942602
562,1662524165.6258984
563,1662614151.6032135
564,1662567336.5277836
565,1662583504.6211774
566,1662630037.9100704
567,1662689933.111364
568,1662525883.817244
569,1662624557.0539398
570,1662632962.17138
571,1662563395.3338141
572,1662631550.7818928
573,1662557249.9731817
574,1662650489.6841197
575,1662652986.6680646
576,1662558784.7264926
577,1662722788.138652
578,1662613460.7182853
579,1662615264.436191
580,1662566168.034399
581,1662717621.9288464
582,1662574549.681986
583,1662539447.3179283
584,1662623473.5609913
585,1662533339.4113276
586,1662583323.1298246
587,1662642717.694131
588,1662651997.062006
589,1662669629.9827647
590,1662559914.2965832
591,1662533841.0599551
592,1662516614.8265193
593,1662560877.7875807
594,1662669489.480699
595,1662576552.2511852
596,1662536892.2258084
597,1662586607.8577156
598,1662537638.1096506
599,1662576274.5524716
600,1662625135.4138594
601,1662720978.3910844
602,1662667659.5599034
603,1662511980.1464605
604,1662603715.8506792
605,1662545525.4684682
606,1662649218.2781277
607,1662630762.845691
608,1662477197.827583
609,1662602705.2681592
610,1662573084.079803
611,1662627800.9480982
612,1662644559.5507312
613,1662589809.0868347
614,1662606465.7534883
615,1662570307.7268744
616,1662638226.0735369
617,1662723212.1295056
618,1662528975.1190548
619,1662618642.9184535
620,1662659716.4722364
621,1662510321.9440415
622,1662624672.517979
623,1662628920.3589602
624,1662594495.3782258
625,1662597274.7665873
626,1662543733.168529
627,1662645451.3216333
628,1662517180.1093569
629,1662571497.249595
630,1662559506.9284499
631,1662525928.7082796
632,1662520672.1255414
633,1662601998.5360806
634,1662618786.6656628
635,1662579889.8465261
636,1662703786.6468914
637,1662633220.3947763
638,1662640731.4869545
639,1662645543.6142123
640,1662631268.837192
641,1662701049.158861
642,1662650968.2205973
643,1662615858.9007692
644,1662624945.5346675
645,1662646398.752822
646,1662624460.0544546
647,1662659013.0751178
648,1662531176.076877
649,1662555021.0969605
650,1662530163.308026
651,1662639873.5005631
652,1662637260.4520867
653,1662643166.0310187
654,1662606654.1522105
655,1662551660.9365497
656,1662573715.5047426
657,1662525371.116056
658,1662630062.1577404
659,1662648049.1840124
660,1662614475.9231036
661,1662675100.668084
662,1662598133.94772
663,1662690562.6188734
664,1662625575.8233285
665,1662671781.4683905
666,1662518095.7228305
667,1662630458.3467805
668,1662540194.016662
669,1662591131.8318586
670,1662620425.1502633
671,1662562858.55598
672,1662669120.768992
673,1662648819.0202973
674,1662589103.4879878
675,1662612600.0610416
676,1662623221.0701053
677,1662558782.0088308
678,1662566142.2261925
679,1662534641.7512696
680,1662583456.1466584
681,1662568168.1972866
682,1662628283.214051
683,1662551493.5605342
684,1662591240.4253993
685,1662635341.913544
686,1662513693.233028
687,1662575887.7697802
688,1662678988.2619772
689,1662637858.8941088
690,1662651469.1020234
691,1662618105.758808
692,1662627814.7701218
693,1662584640.8373985
694,1662541700.075936
695,1662660143.907162
696,1662581528.855363
697,1662554486.4068363
698,1662602580.5469103
699,1662472596.6193788
700,1662634927.5463886
701,1662570140.7252247
702,1662548268.036768
703,1662631652.1746302
704,1662543187.1455164
705,1662638020.478015
706,1662613979.5307848
707,1662541624.3449597
708,1662639284.0886104
709,1662692833.5002003
710,1662587356.9584897
711,1662632034.3622112
712,1662651683.582004
713,1662542659.2403808
714,1662637432.0096195
715,1662649679.2238264
716,1662585698.4149554
717,1662526133.2672715
718,1662475169.6288383
719,1662677078.149592
720,1662623030.7874584
721,1662645912.772052
722,1662625030.4301932
723,1662597775.9942546
724,1662612459.7343473
725,1662641024.0143082
726,1662629485.2176712
727,1662691647.2650266
728,1662556075.3850665
729,1662555046.7226868
730,1662579805.1335096
731,1662551864.1930404
732,1662587664.0129275
733,1662583827.312312
734,1662582739.8156302
735,1662659133.365579
736,1662553612.6060176
737,1662574221.51887
738,1662568363.0844264
739,1662507669.1736264
740,1662640521.26887
741,1662667637.9236493
742,1662562544.054287
743,1662652772.070655
744,1662631813.245263
745,1662577883.5548725
746,1662602936.2328885
747,1662633272.258644
748,1662536274.4149625
749,1662502428.7387607
750,1662679983.3854675
751,1662559831.9074478
752,1662538636.2493234
753,1662577066.1943817
754,1662588124.185485
755,1662573476.695265
756,1662631313.3225253
757,1662572788.8662012
758,1662559078.4438374
759,1662565100.0641754
760,1662468885.1395183
761,1662563138.6192384
762,1662562388.7722774
763,1662576617.283797
764,1662537236.555048
765,1662578107.8603058
766,1662569993.064067
767,1662625850.3120933
768,1662673048.1848679
769,1662578333.7325451
770,1662619368.802545
771,1662661957.9851055
772,1662496785.2096646
773,1662556761.4089177
774,1662584881.471733
775,1662587011.3114343
776,1662524370.1999779
777,1662553399.4137433
778,1662655346.425156
779,1662619454.7329032
780,1662547613.9087002
781,1662587691.7824616
782,1662511922.2481325
783,1662630025.8904116
784,1662523654.024909
785,1662591357.9684365
786,1662605134.470043
787,1662535043.9248245
788,1662696983.4077773
789,1662577779.1174562
790,1662500038.1652634
791,1662551331.0756197
792,1662632696.4810398
793,1662587665.6663506
794,1662600561.1261375
795,1662560179.757118
796,1662550933.2613904
797,1662499671.7920892
798,1662519390.5085537
799,1662576147.7654486
800,1662533997.3035998
801,1662535198.664731
802,1662546584.930875
803,1662633243.1979036
804,1662614702.1399148
805,1662605528.72897
806,1662548478.1003675
807,1662579497.6745987
808,1662565683.8289707
809,1662589961.5738616
810,1662548679.481368
811,1662625713.2427232
812,1662510911.9291446
813,1662602922.4678657
814,1662531086.142934
815,1662551757.8064494
816,1662625372.8544376
817,1662663302.5954497
818,1662617594.128034
819,1662575924.9404035
820,1662532162.704188
821,1662598666.1399264
822,1662637746.2261035
823,1662627659.8737655
824,1662586233.92781
825,1662546685.995463
826,1662686499.3590846
827,1662661921.4725528
828,1662604159.4581084
829,1662637434.1930263
830,1662558661.0994458
831,1662555401.213084
832,1662620219.6679788
833,1662593607.365078
834,1662580191.6322434
835,1662631168.4521143
836,1662532700.721246
837,1662579428.1802363
838,1662498855.0917273
839,1662529739.4920619
840,1662586408.0448139
841,1662639475.9844773
842,1662620676.7007525
843,1662625869.656288
844,1662571153.6030235
845,1662634133.451521
846,1662561299.3882225
847,1662610388.2825933
848,1662516571.724931
849,1662638256.990093
850,1662546206.0519512
851,1662648023.6285708
852,1662558230.3469443
853,1662664493.4370334
854,1662695479.5268793
855,1662546777.7722132
856,1662592340.5497153
857,1662564846.4160037
858,1662559659.0066328
859,1662602451.6776254
860,1662580889.1068244
861,1662549992.8144007
862,1662644100.895634
863,1662608563.0990667
864,1662524570.1771908
865,1662624538.4410524
866,1662651339.780195
867,1662696005.9955654
868,1662494313.7658985
869,1662651800.4640305
870,1662615880.745123
871,1662641260.6662338
872,1662651460.9802425
873,1662661682.6323621
874,1662569946.290975
875,1662563496.314631
876,1662609161.2614346
877,1662620857.8053622
878,1662516203.9010773
879,1662642032.8386276
880,1662588229.8596063
881,1662594299.9365776
882,1662640467.9139616
883,1662436247.3883846
884,1662539111.3551102
885,1662654124.9563825
886,1662592062.7521608
887,1662616686.4527102
888,1662614466.1749194
889,1662533016.6386917
890,1662614144.445733
891,1662570053.2565463
892,1662515211.3868217
893,1662488310.9694066
894,1662542812.132666
895,1662589363.788929
896,1662576885.0575173
897,1662612799.1240602
898,1662633302.836419
899,1662568838.0154796
900,1662562311.0258064
901,1662663672.71138
902,1662624624.2547872
903,1662562547.5921829
904,1662600420.9258819
905,1662646311.9038074
906,1662516478.115416
907,1662513222.2010949
908,1662634043.8696816
909,1662592288.7379074
910,1662510362.452521
911,1662595851.3623774
912,1662662428.2932367
913,1662591932.6636517
914,1662507229.4437153
915,1662505910.4433372
916,1662598560.8899195
917,1662624488.4185774
918,1662613935.280171
919,1662580645.0670667
920,1662563677.1986263
921,1662551229.8311672
922,1662585024.3183424
923,1662556990.2323828
924,1662518268.2806084
925,1662648287.6202946
926,1662542313.547665
927,1662609181.6954267
928,1662727809.1068575
929,1662594386.3662853
930,1662578882.1540194
931,1662526006.1300428
932,1662540054.30575
933,1662693450.7578673
934,1662608275.5463507
935,1662604865.625708
936,1662533177.6484897
937,1662549707.7075465
938,1662596705.3528883
939,1662535149.5356479
940,1662610487.531911
941,1662567775.4608796
942,1662548068.5011542
943,1662699735.8394835
944,1662635292.6605804
945,1662678196.9095125
946,1662647163.8774908
947,1662677904.8038216
948,1662573289.3730114
949,1662590298.2631164
950,1662555967.6747339
951,1662660323.5219476
952,1662620047.553694
953,1662555182.171516
954,1662550267.6958115
955,1662653123.321734
956,1662480166.4029074
957,1662584086.7045183
958,1662688127.682243
959,1662623166.9438462
960,1662559045.1979992
961,1662661932.4029796
962,1662484112.1550865
963,1662577794.8348978
964,1662601003.4566941
965,1662543931.9219468
966,1662677507.3127475
967,1662607396.5366042
968,1662629108.7942734
969,1662589878.258298
970,1662634791.6792512
971,1662526746.3936484
972,1662575971.4177332
973,1662555987.054154
974,1662517855.1517787
975,1662660155.1556516
976,1662705812.4507995
977,1662680044.041127
978,1662500939.474805
979,1662523635.821484
980,1662650446.787692
981,1662645503.3305616
982,1662615759.5782354
983,1662546460.2187495
984,1662623849.2744386
985,1662651060.315773
986,1662573512.2408593
987,1662618183.8965306
988,1662646292.6778684
989,1662564773.9946375
990,1662537365.7299743
991,1662638104.8691356
992,1662557362.060036
993,1662646282.9535742
994,1662599008.7470052
995,1662667183.664446
996,1662591234.8222332
997,1662586649.4452522
998,1662543796.0506303
999,1662539823.0990949
1000,1662664512.3218105
1001,1662587003.6587048
1002,1662573878.1118832
1003,1662643439.414405
1004,1662537586.633211
1005,1662501913.606009
1006,1662643145.1347265
1007,1662595859.9041016
1008,1662528641.754555
1009,1662512183.786522
1010,1662701271.3466134
1011,1662668241.9682488
1012,1662577509.141547
1013,1662602214.477532
1014,1662601718.4234285
1015,1662618188.5696294
1016,1662660563.8045
1017,1662579201.9080982
1018,1662690194.54038
1019,1662616457.868134
1020,1662675353.5088224
1021,1662642102.506112
1022,1662625517.4445233
1023,1662607221.9342577
1024,1662530675.0452306
1025,1662537573.1842873
1026,1662629249.0551984
1027,1662633907.9523544
1028,1662560314.257489
1029,1662521266.2634525
1030,1662618707.1202383
1031,1662667226.5875103
1032,1662635407.9074218
1033,1662576638.4400282
1034,1662631855.2741234
1035,1662625617.753711
1036,1662570963.7805984
1037,1662605215.550761
1038,1662539937.0133455
1039,1662562728.0857692
1040,1662603135.8181655
1041,1662669542.5200107
1042,1662653616.486019
1043,1662574148.2544334
1044,1662568335.5269232
1045,1662642924.4045594
1046,1662627658.5968258
1047,1662631306.07641
1048,1662565668.026226
1049,1662545677.8757746
1050,1662655053.694472
1051,1662655144.9525836
1052,1662564268.2220702
1053,1662605766.4499035
1054,1662580053.8408532
1055,1662574464.7955503
1056,1662618585.57652
1057,1662542725.2130506
1058,1662544476.4389646
1059,1662640207.3928993
1060,1662550952.3035066
1061,1662612446.3111844
1062,1662540625.2480857
1063,1662605192.705322
1064,1662584037.838242
1065,1662630037.5866709
1066,1662586250.3707716
1067,1662597758.184348
1068,1662566620.9332654
1069,1662698372.5592046
1070,1662536457.815676
1071,1662587857.6182485
1072,1662517163.495966
1073,1662614331.2217674
1074,1662546462.5900087
1075,1662583146.3290238
1076,1662633115.8041408
1077,1662588014.4577677
1078,1662615833.9964716
1079,1662604650.3195217
1080,1662531395.9745321
1081,1662609978.9212003
1082,1662524826.857726
1083,1662558791.9632955
1084,1662576200.8646827
1085,1662647422.5209029
1086,1662564292.9298177
1087,1662567200.7659974
1088,1662601815.5583956
1089,1662567203.4927955
1090,1662517900.11041
1091,1662614018.506667
1092,1662658384.603346
1093,1662589533.8977485
1094,1662559006.251309
1095,1662649929.7717824
1096,1662575586.1848001
1097,1662660940.7527447
1098,1662531298.4527664
1099,1662575803.5569155
1100,1662551513.3457553
1101,1662639434.2069707
1102,1662641177.2866378
1103,1662591120.7801185
1104,1662624331.5403543
1105,1662568258.5202892
1106,1662551989.1368163
1107,1662543964.6929975
1108,1662473642.6112788
1109,1662707590.0374706
1110,1662612592.532216
1111,1662694323.2578316
1112,1662592078.0060854
1113,1662522462.5992405
1114,1662536724.376063
1115,1662523784.1714375
1116,1662559396.257016
1117,1662594694.956049
1118,1662654347.7253954
1119,1662624562.6071198
1120,1662570425.3346448
1121,1662679904.7471254
1122,1662552725.083554
1123,1662553320.0359554
1124,1662627038.5626445
1125,1662662120.7980325
1126,1662544749.8491368
1127,1662662989.7849479
1128,1662667973.2344418
1129,1662566761.7235055
1130,1662670115.9545364
1131,1662610967.6281953
1132,1662635403.7136576
1133,1662609581.1216955
1134,1662590488.421751
1135,1662616740.6215906
1136,1662592265.4886224
1137,1662515618.0680757
1138,1662689443.377492
1139,1662661316.7012665
1140,1662633995.6325815
1141,1662570151.207277
1142,1662568245.247612
1143,1662589077.061679
1144,1662576759.1058557
1145,1662612176.282494
1146,1662688820.4970963
1147,1662634632.0341551
1148,1662505400.5226872
1149,1662684253.884101
1150,1662597080.385693
1151,1662590694.5617747
1152,1662692254.9558277
1153,1662554226.7269924
1154,1662651057.260187
1155,1662615895.0769567
1156,1662639588.2713072
1157,1662593219.3132925
1158,1662566641.398485
1159,1662678268.1283665
1160,1662626788.6479247
1161,1662671098.3816154
1162,1662555095.7314296
1163,1662517653.877858
1164,1662608556.7946963
1165,1662619601.790575
1166,1662635260.0067282
1167,1662683416.7385771
1168,1662581055.6892946
1169,1662561074.51919
1170,1662685033.0179362
1171,1662527048.1142194
1172,1662617766.2779248
1173,1662597250.553097
1174,1662604881.8678446
1175,1662641817.7665987
1176,1662622079.904074
1177,1662610479.6174433
1178,1662564633.0442684
1179,1662528903.4613223
1180,1662469416.425505
1181,1662526059.7690256
1182,1662638350.1917772
1183,1662582199.2725284
1184,1662660577.414811
1185,1662517586.36939
1186,1662576495.878827
1187,1662639106.6683366
1188,1662632661.4514787
1189,1662525867.8926482
1190,1662672523.8112023
1191,1662559865.2246819
1192,1662636066.7827
1193,1662566705.047998
1194,1662578668.8868792
1195,1662588746.855767
1196,1662642551.4050157
1197,1662653382.1255946
1198,1662626151.2582078
1199,1662702404.2878735
1200,1662681724.3809197
1201,1662592278.280307
1202,1662600185.2173178
1203,1662553474.7103856
1204,1662633218.1302733
1205,1662569464.8184187
1206,1662584587.1759553
1207,1662681790.0490093
1208,1662555890.316587
1209,1662624130.1710572
1210,1662610754.12281
1211,1662624696.0306892
1212,1662545710.9574828
1213,1662661307.1254973
1214,1662644384.7012281
1215,1662589487.5763388
1216,1662648279.0100977
1217,1662614430.9103239
1218,1662662656.1814969
1219,1662581973.5964952
1220,1662622386.8546267
1221,1662619055.424656
1222,1662560399.461744
1223,1662611708.7623556
1224,1662602334.8345234
1225,1662567149.8253796
1226,1662723285.3554163
1227,1662650345.2563674
1228,1662587428.642867
1229,1662568548.646198
1230,1662684485.274941
1231,1662661894.6156695
1232,1662585795.0941374
1233,1662571030.2359812
1234,1662555344.6047492
1235,1662589936.2305496
1236,1662661550.9012737
1237,1662588481.308256
1238,1662629394.4437904
1239,1662630287.847205
1240,1662618498.0968046
1241,1662537707.8322506
1242,1662675395.4507873
1243,1662548501.3810847
1244,1662613620.6460211
1245,1662551626.9400275
1246,1662527286.806449
1247,1662547455.326236
1248,1662637942.7631447
1249,1662579036.3639886
1250,1662576508.52604
1251,1662568238.449568
1252,1662563307.587991
1253,1662652185.0961092
1254,1662611822.8342652
1255,1662626244.0799553
1256,1662651165.9117548
1257,1662635957.8502464
1258,1662605771.6904488
1259,1662572871.904733
1260,1662638244.4329853
1261,1662635140.9694448
1262,1662591598.7983005
1263,1662600975.008219
1264,1662600672.547172
1265,1662575600.1104908
1266,1662565424.674474
1267,1662615745.3788216
1268,1662537397.3274732
1269,1662617648.6838548
1270,1662585847.4889238
1271,1662566359.4000096
1272,1662537306.5016026
1273,1662620786.1436973
