,sell_money
325,1551974002.7155411
326,1663220895.163069
327,1551896126.9798179
328,1607452346.4063582
329,1496504247.8298833
330,1551792255.3237386
331,1551677104.4310014
332,1551243336.9640472
333,1551906863.6740966
334,1496325007.760288
335,1607600442.9631064
336,1551772400.701288
337,1551939366.6266341
338,1607428826.9300256
339,1662785975.9360363
340,1607327089.1787157
341,1607525104.641631
342,1607318378.5929663
343,1496641502.6996775
344,1607503832.6985989
345,1551681501.2551694
346,1552544924.7838464
347,1606837565.5484478
348,1607366539.8277357
349,1607197198.7807028
350,1551931303.5311167
351,1607479310.0309935
352,1607330990.9938917
353,1551729621.8508148
354,1607367923.7766647
355,1496794353.2422116
356,1551991969.0667906
357,1552032794.6188064
358,1607568932.2434857
359,1662443855.643826
360,1552151121.2583058
361,1551646043.3849216
362,1663064844.4862354
363,1551876097.6139019
364,1607131357.7098746
365,1607755918.5125582
366,1607385994.7347765
367,1551900700.6037586
368,1552313817.5121293
369,1551510418.8492882
370,1662895210.5590181
371,1607419682.9355438
372,1662927296.803844
373,1551696744.0822165
374,1607757919.018704
375,1607482043.42623
376,1663110596.053814
377,1552043353.0669649
378,1607057779.10002
379,1662438594.0398183
380,1607226769.3302343
381,1551962089.4588177
382,1551862770.8876069
383,1551615912.2831364
384,1551676834.2552197
385,1551781638.3307915
386,1607324122.8553455
387,1607631158.6313803
388,1552349614.579428
389,1496437072.9364371
390,1551897413.3995566
391,1496282372.68258
392,1607246075.1249292
393,1607505356.8640685
394,1551715902.0268953
395,1607359732.4787147
396,1496736168.3985188
397,1551907981.318691
398,1551858116.4893632
399,1607550163.9197204
400,1496625252.2338374
401,1607175834.7546456
402,1551567936.7474382
403,1607344346.3693545
404,1551987052.7074013
405,1552078735.1146646
406,1551929092.9152107
407,1551966240.1741266
408,1552354957.5894725
409,1607280920.5938594
410,1496262385.3950772
411,1552119513.4099174
412,1551383346.943603
413,1662909755.5188901
414,1551854756.5748518
415,1551790279.7036362
416,1607254651.0077355
417,1551882517.3028698
418,1551827169.6913772
419,1607007772.8072796
420,1552044257.0941823
421,1663061051.8432155
422,1607120263.085865
423,1551223731.6464906
424,1496789448.2640536
425,1607162202.2745433
426,1607260132.2063663
427,1552159520.7940443
428,1607422706.890521
429,1551783403.5420203
430,1552188260.9668314
431,1607280173.1290846
432,1496369832.786391
433,1552148131.2539706
434,1551764041.7897139
435,1551906695.0998578
436,1496671659.6268916
437,1552211700.878645
438,1606977953.2487423
439,1607407704.0226088
440,1607072369.4710858
441,1607449537.6900768
442,1552058403.1175413
443,1551664042.899743
444,1607497328.7145023
445,1607428751.38985
446,1551848149.838474
447,1607298534.4350054
448,1551608128.523414
449,1551570067.8162174
450,1551865982.6355903
451,1607286867.4055433
452,1496422248.5668662
453,1607441360.465351
454,1552309551.2216399
455,1607307602.4031606
456,1496677335.8534784
457,1551862298.5865595
458,1607479075.6624777
459,1551969111.5678942
460,1551658279.4592507
461,1607086642.200263
462,1551603862.947568
463,1496513787.1594982
464,1551905681.839049
465,1552004444.5434399
466,1551894074.8869722
467,1607304359.3293285
468,1551973493.1877933
469,1551728825.1234004
470,1551633442.8931923
471,1496453587.566479
472,1551663387.4081907
473,1552245702.2641025
474,1607222357.6465082
475,1552079931.5244002
476,1552115007.1459236
477,1496290831.4306307
478,1552080833.8627305
479,1496319860.0750537
480,1496188741.7243502
481,1606972245.7080014
482,1607603515.7237809
483,1552322472.736442
484,1607428609.838068
485,1552057030.1277745
486,1607682302.0814037
487,1552110901.326213
488,1552084060.2734857
489,1551807600.5779836
490,1662940667.5345354
491,1662750354.1343822
492,1551860036.6129417
493,1607645252.2266524
494,1607642706.7555704
495,1552128574.5383153
496,1607550399.399808
497,1496195808.513639
498,1607174811.359642
499,1607423340.0538576
500,1663072039.037468
501,1607487176.4387755
502,1662646631.899889
503,1551324467.007547
504,1551742996.3371396
505,1607668143.7035499
506,1607499441.6193397
507,1607171529.528003
508,1607613020.8400083
509,1551541883.3560822
510,1607642706.2368066
511,1496386839.7146573
512,1662851120.589112
513,1551953477.2627015
514,1551653002.7759633
515,1551516417.9380157
516,1551888713.809916
517,1607262921.4032376
518,1552229083.605686
519,1662805874.6534417
520,1662990369.0031211
521,1496633666.2844326
522,1551894509.3233209
523,1551416224.891056
524,1551695248.0075605
525,1607594069.5215456
526,1607400762.5443292
527,1663151630.5385683
528,1496424335.230261
529,1607188285.0436442
530,1551641675.4439342
531,1607191144.332713
532,1552168387.4096396
533,1551846656.0569057
534,1551395619.8398247
535,1662617238.4636915
536,1607687213.2177231
537,1607541720.9679089
538,1496338812.7940068
539,1552370061.2709656
540,1607836003.5241935
541,1552141315.2428668
542,1496192188.6292527
543,1662899991.278386
544,1551884206.0520892
545,1607241249.594198
546,1496304928.559024
547,1551580725.4224627
548,1607464407.4342601
549,1551421136.0834532
550,1607487698.8147326
551,1607074611.7760036
552,1607246871.1636882
553,1663187455.5597317
554,1551838887.0952208
555,1662824569.053813
556,1607459782.0177753
557,1662630081.3302453
558,1663155657.3226445
559,1607027923.825246
560,1607190739.8060064
561,1607060852.7047155
562,1496563748.871151
563,1607288458.0695603
564,1607296329.043932
565,1551960892.5233912
566,1551660733.5040312
567,1607323410.998857
568,1551772457.8206658
569,1607855204.441407
570,1607127008.298992
571,1551372469.9641693
572,1607260521.324875
573,1607296208.699392
574,1607008295.2183735
575,1552273186.6460564
576,1551808794.5523546
577,1607276658.2425742
578,1607153683.7237508
579,1551863791.1710465
580,1607987625.4221773
581,1496649164.3940215
582,1607243132.4747255
583,1552101806.3206468
584,1607225762.5234108
585,1607632640.6518228
586,1552107084.9607065
587,1552218590.6236115
588,1551849905.138596
589,1607483162.3014472
590,1607388096.943377
591,1496542303.5080981
592,1607416808.6352837
593,1551540495.17578
594,1551794963.084507
595,1551876294.0137763
596,1551890715.1074815
597,1497008436.2353475
598,1551853657.8614893
599,1607139257.7604911
600,1496587808.7145576
601,1551676573.2489963
602,1496618668.286901
603,1552009030.3109202
604,1496365672.1549888
605,1607381783.2281249
606,1496488656.8483927
607,1552054256.8344042
608,1606758213.2292542
609,1607403913.8162556
610,1551805695.2371047
611,1607008266.3665557
612,1607489208.8856351
613,1551436251.380324
614,1552089920.094678
615,1496685528.779506
616,1607481152.1388712
617,1663014689.5027118
618,1607185134.3630536
619,1551747631.9960692
620,1551759551.7312489
621,1551936707.7486846
622,1551816154.2110834
623,1496302780.7956479
624,1607441505.1583824
625,1662555783.1578755
626,1607432568.0009458
627,1551809927.970585
628,1662886826.6247015
629,1607343627.362097
630,1551733596.741509
631,1551829939.5908954
632,1607250908.7232668
633,1663033225.1431189
634,1607083807.2670436
635,1607451897.482878
636,1607522855.8991072
637,1552406119.5277598
638,1607687856.7672014
639,1552070034.100802
640,1551954716.4785335
641,1552252217.0220404
642,1607202154.394217
643,1607105336.402711
644,1551998082.2069204
645,1551667934.1233263
646,1607049383.7034645
647,1496437857.5029836
648,1607127284.3840086
649,1551997283.4366052
650,1551785213.136022
651,1607643944.7487624
652,1551879837.4291623
653,1496866873.9419026
654,1663016372.4502337
655,1607365932.5594747
656,1551923264.818743
657,1551649058.9720178
658,1552169046.857584
659,1607580645.7236178
660,1607661836.7596161
661,1662509835.7905517
662,1496513310.6193538
663,1551940794.9921792
664,1607284442.2460885
665,1607495180.321331
666,1551569463.5674362
667,1551851229.791837
668,1662704387.9702678
669,1496382059.7147431
670,1607253831.9388375
671,1496122144.7276368
672,1551882094.8080661
673,1607161466.9658298
674,1551734902.8875904
675,1552244198.1907535
676,1552091821.357242
677,1551640663.9836318
678,1496581955.1186225
679,1607230817.9678557
680,1496543102.9345193
681,1552308213.1977859
682,1663087038.4822662
683,1607632817.4674087
684,1607292121.779396
685,1607421108.603851
686,1607027183.9011326
687,1552069842.80023
688,1551982574.8878565
689,1607572809.2217653
690,1551973459.1625633
691,1551871663.4379098
692,1552141795.2783957
693,1607344504.3902638
694,1551597844.186765
695,1663028515.453593
696,1606802047.2081945
697,1551604445.3494713
698,1607255555.5338643
699,1552152358.372802
700,1552334425.5428715
701,1663019054.295523
702,1607219672.8753552
703,1607382104.2690966
704,1607233580.6345644
705,1662902704.5308888
706,1662821563.0633283
707,1663049973.8993578
708,1496551622.3021777
709,1552079024.6194606
710,1551659340.2600174
711,1607772673.0369723
712,1551694174.0947416
713,1552041738.6073866
714,1607523341.002867
715,1551845656.4835467
716,1607627975.5335648
717,1607350289.9439397
718,1551633982.4228652
719,1551680904.7705657
720,1551880101.9954042
721,1552206079.9433775
722,1552006433.8476446
723,1607644934.477399
724,1552235858.9687643
725,1607600666.1996405
726,1552002578.8360693
727,1663242516.038008
728,1551639785.4381354
729,1496364607.0834997
730,1607626828.1979723
731,1551791684.5715933
732,1607322821.3417306
733,1496846792.2478993
734,1551851288.803221
735,1607118467.5989974
736,1496663481.0002909
737,1607252352.2311277
738,1663024267.18543
739,1551867395.9019701
740,1551906074.9269474
741,1607472259.8036742
742,1551683303.6429508
743,1606946735.2434146
744,1607328234.771305
745,1552192358.8726714
746,1552041893.454358
747,1607584391.6422737
748,1607271941.8189878
749,1496401647.13805
750,1607305871.318913
751,1496375744.4823425
752,1607937187.759014
753,1663013976.0865772
754,1607154438.9387236
755,1607086895.400208
756,1662865389.2745836
757,1552266105.005965
758,1551983162.9507291
759,1607297140.642568
760,1607386516.4394143
761,1606923304.5679848
762,1551739379.0273805
763,1607537691.3627768
764,1552465028.5903952
765,1551741709.280273
766,1551801248.0555556
767,1552081441.0427501
768,1551543150.1913483
769,1607348015.6542108
770,1551867065.4290886
771,1552381452.8193333
772,1607072958.7257078
773,1551582651.319006
774,1496905760.5339544
775,1551762403.94107
776,1551617980.8476672
777,1551798091.997485
778,1496387767.1548648
779,1551694183.8594692
780,1607797614.8510656
781,1551618043.87093
782,1607900268.6018913
783,1607458883.8266673
784,1607103912.914986
785,1551745167.8359072
786,1607186707.2161684
787,1607537057.4543421
788,1552224952.410162
789,1551660901.6243947
790,1607424797.9628525
791,1607343912.479671
792,1551658409.2401626
793,1662719444.2091854
794,1551757962.7394893
795,1551808764.1614263
796,1607456452.3582802
797,1607271211.915504
798,1551802662.9187434
799,1607304774.056821
800,1607406334.100886
801,1496861166.2793193
802,1496399353.5627258
803,1552289820.599095
804,1607815057.833625
805,1607712582.35928
806,1607357671.5914361
807,1552175870.1626666
808,1551346887.6721096
809,1551958965.1586745
810,1496105810.9785058
811,1551670399.4329987
812,1496738022.3169334
813,1552185555.388616
814,1496580596.2066584
815,1552176282.3413372
816,1552185495.6183949
817,1607288333.707662
818,1496548077.668016
819,1552002066.4756565
820,1607250471.577038
821,1607789597.146557
822,1607463145.1466923
823,1607568799.2268908
824,1607695661.4373567
825,1607349337.216764
826,1552018645.2204058
827,1551730064.3941011
828,1607444555.4486797
829,1551668843.2748804
830,1607126000.2181346
831,1607451335.2134836
832,1496376473.223518
833,1551738262.1985867
834,1607177317.0026715
835,1551717033.2542887
836,1607013764.199791
837,1662733439.5959933
838,1607656662.8759115
839,1551747111.1230497
840,1551987250.6226847
841,1607175686.0392513
842,1551764352.598846
843,1551911487.2891665
844,1552405681.263069
845,1607139136.8980803
846,1607391798.7662895
847,1496320348.5182989
848,1552162936.7216315
849,1496812605.454382
850,1662733390.1131082
851,1607284228.7415442
852,1551656609.6763566
853,1662944083.0389214
854,1551730386.4713104
855,1552029474.946412
856,1551720249.5870397
857,1607344849.0761855
858,1496337258.7838695
859,1607313099.4409196
860,1552046954.21921
861,1551942172.893875
862,1496636900.8429236
863,1551830816.8905153
864,1552313309.851988
865,1552511899.7514727
866,1551422749.7818365
867,1496517988.3186493
868,1552104773.7752116
869,1607232055.5151029
870,1496484576.600295
871,1552073047.4780257
872,1496565220.3949158
873,1552175470.3593504
874,1662704674.5140476
875,1552168124.18585
876,1607262184.6426373
877,1496159715.9781775
878,1663184292.3520408
879,1607773309.7328172
880,1551846163.1065745
881,1607220731.731519
882,1607581901.7720616
883,1663130009.190453
884,1607476782.1075304
885,1663026632.9712427
886,1551410933.103092
887,1551698540.2988746
888,1551490531.226779
889,1552124355.0509644
890,1607291407.6189241
891,1496242606.2290974
892,1607124504.1998599
893,1663138365.3528237
894,1552196383.0375438
895,1552247020.4547205
896,1551803592.8262966
897,1552171641.2033613
898,1662834446.9027195
899,1607254352.81147
900,1607509272.6955624
901,1552014438.4792597
902,1496537535.3671122
903,1663302890.5343802
904,1552115927.6905372
905,1607566261.9473603
906,1551861172.0833006
907,1607114247.4791694
908,1551476205.8882065
909,1496778652.7390492
910,1496989859.4418278
911,1552137946.6660588
912,1663045790.090332
913,1496336621.1334965
914,1607441168.687226
915,1607303126.8314078
916,1551402878.1996083
917,1551870874.1880388
918,1551723012.930719
919,1551404748.2484078
920,1606968642.959779
921,1607336992.0582287
922,1607447974.6503005
923,1607658353.5064788
924,1607191331.4430537
925,1496445358.667935
926,1607263579.026
927,1606929346.6993325
928,1551720004.0876482
929,1552005284.4787016
930,1496600348.9395237
931,1552117776.0032067
932,1663219064.8916557
933,1607192019.4911873
934,1496495546.2396872
935,1496300600.267407
936,1607386496.9149377
937,1551781541.6477702
938,1607538092.4095175
939,1607018403.3480492
940,1552005867.0186288
941,1607441991.4519303
942,1607291704.699036
943,1551929879.2186959
944,1607608827.4747794
945,1552459718.867112
946,1551772946.3516128
947,1552448157.1112154
948,1551733196.3487015
949,1496267094.6587408
950,1552163234.0362608
951,1552422021.2954607
952,1607670368.483069
953,1496747557.094682
954,1552217600.162861
955,1607142192.2064638
956,1552551934.1169314
957,1496705771.1387808
958,1496363586.3905594
959,1551546939.6874907
960,1552233825.5796561
961,1607536352.2022157
962,1551542836.4994252
963,1607147257.1394072
964,1496579698.0684571
965,1552391156.3708136
966,1551739933.17155
967,1607123151.543242
968,1663008024.663649
969,1496616120.5035367
970,1662945550.1212401
971,1607298152.87222
972,1496292395.3147156
973,1496392461.3469043
974,1607494586.1473613
975,1607139334.9031994
976,1662826246.9417765
977,1552033855.00366
978,1607218624.3145132
979,1607163696.5076923
980,1607536390.6706014
981,1551747237.8884764
982,1607668833.7664816
983,1552301114.1513784
984,1496452064.2307584
985,1607300400.5919936
986,1662741600.602693
987,1551972352.9314382
988,1607812716.899246
989,1551748158.5457766
990,1607454073.163524
991,1607120478.87468
992,1552526329.7277246
993,1496622401.6369207
994,1607115117.7629442
995,1662634282.7513695
996,1607517984.5695958
997,1607133847.8717356
998,1551646130.0012884
999,1496428524.8793137
1000,1607106558.4190521
1001,1496362828.6226873
1002,1551934943.5177243
1003,1496427178.8113244
1004,1496336343.699857
1005,1496569835.8504386
1006,1551674930.89218
1007,1551529496.6918392
1008,1551948244.1676795
1009,1607330677.5682406
1010,1607365330.6032605
1011,1551584430.9971874
1012,1663023509.9852588
1013,1607832390.9613466
1014,1607424015.0973723
1015,1551610113.234303
1016,1552095962.8112552
1017,1607238211.7796147
1018,1551660430.0154269
1019,1607883277.4417727
1020,1607314613.2405658
1021,1551593946.0795557
1022,1607579458.378276
1023,1663116211.432788
1024,1662947866.444651
1025,1496265013.2310245
1026,1606982098.8638036
1027,1551510045.1156068
1028,1496265689.4440494
1029,1551858736.1354728
1030,1551783482.885847
1031,1607368629.0820224
1032,1552251883.0863054
1033,1607790324.1031642
1034,1551444350.4079852
1035,1552118859.2189379
1036,1551802358.9114232
1037,1607553924.7530174
1038,1663049532.3517036
1039,1552056360.850517
1040,1607015966.2436843
1041,1496052974.3552923
1042,1496432042.7374446
1043,1607010378.662971
1044,1607254355.3699405
1045,1662803738.13476
1046,1496434783.0205545
1047,1552182884.1781154
1048,1607426734.4790502
1049,1551920897.3235574
1050,1551680812.0545733
1051,1662787685.220304
1052,1662531240.2997038
1053,1552041013.0597224
1054,1496631880.1456935
1055,1606849381.508444
1056,1607776515.4225972
1057,1551441236.9202332
1058,1552132750.3078108
1059,1552282426.9827135
1060,1552087550.0397863
1061,1607785558.8836176
1062,1551919212.193967
1063,1552032890.1189523
1064,1496420510.3722503
1065,1552206934.1888611
1066,1552124327.5184112
1067,1662850581.358193
1068,1551898399.7035277
1069,1551673765.193003
1070,1607135534.5634518
1071,1551553266.8591542
1072,1607175617.4391112
1073,1607039866.9313362
1074,1552305975.3426638
1075,1551594084.2623663
1076,1607255482.1113372
1077,1607571339.073729
1078,1496482889.5152092
1079,1551957069.8434196
1080,1551784090.4121916
1081,1551693061.6478803
1082,1496577954.4866493
1083,1552185661.6335568
1084,1496418531.227367
1085,1607305188.4442022
1086,1496529767.6916327
1087,1551731252.8103065
1088,1607276800.2751133
1089,1551700160.5667899
1090,1496604165.259026
1091,1496235891.0346174
1092,1551989879.1016989
1093,1552393141.2305844
1094,1607555671.0793738
1095,1551685923.2513561
1096,1496906133.8894503
1097,1496621558.308687
1098,1607539852.6935627
1099,1552072605.5785348
1100,1551764169.8630161
1101,1662964027.9268706
1102,1607308735.160365
1103,1607305156.8697324
1104,1607198626.6861668
1105,1607634699.5013123
1106,1551981279.6336777
1107,1607265143.3865483
1108,1607308476.7270348
1109,1662651645.942593
1110,1606833928.563709
1111,1551910807.8795543
1112,1552382288.676277
1113,1552094974.607288
1114,1551770071.2142074
1115,1551759779.7142184
1116,1551796248.658225
1117,1552151468.9124794
1118,1607540764.3747742
1119,1551766505.1663878
1120,1496272456.3229373
1121,1607334093.7708328
1122,1607343361.3475075
1123,1551826709.39909
1124,1607442567.2356958
1125,1607211129.4156032
1126,1607178253.3631957
1127,1552070942.2697682
1128,1496336847.9189966
1129,1551325088.4639761
1130,1551573002.9363103
1131,1607275067.6867745
1132,1607399740.0902808
1133,1551703977.927037
1134,1496586943.4830353
1135,1607419312.6619787
1136,1551811130.8104787
1137,1607356898.4868908
1138,1607059899.6322
1139,1607520602.0582795
1140,1551959147.4429266
1141,1552336681.6386836
1142,1607273806.8914058
1143,1551982043.964163
1144,1607620878.586193
1145,1607346984.9274068
1146,1496057551.7207427
1147,1607437637.651102
1148,1607815157.0569584
1149,1551933917.4515512
1150,1552486122.3988361
1151,1496595137.8270264
1152,1551515908.8478637
1153,1551477012.8140123
1154,1551626735.762919
1155,1496729953.073929
1156,1607304122.9439008
1157,1552343026.485766
1158,1552165853.5572503
1159,1607339664.3210855
1160,1607247291.6134326
1161,1662574083.3736367
1162,1607596633.538365
1163,1607420903.9904845
1164,1496375162.9996333
1165,1607724071.265965
1166,1551848930.1375308
1167,1607634820.776198
1168,1496619859.1590676
1169,1607777041.3322005
1170,1551570497.6091938
1171,1662840631.8981926
1172,1607324725.4351053
1173,1663082273.2782803
1174,1496708494.7695029
1175,1552048427.275229
1176,1551742917.169813
1177,1551591942.3106158
1178,1496889611.1531558
1179,1607765161.6361644
1180,1551638068.6140568
1181,1607161358.3661928
1182,1552133174.6351483
1183,1496691327.7190611
1184,1607342049.3585575
1185,1551615914.350595
1186,1552010225.699342
1187,1496392899.0355842
1188,1496242938.3596313
1189,1551723651.1987543
1190,1496486299.1780686
1191,1606905804.2349772
1192,1607434679.6497014
1193,1607523145.8509786
1194,1496678779.6194417
1195,1551855442.9151022
1196,1496088236.2306054
1197,1607028879.7707825
1198,1662791200.4526143
1199,1551663562.161876
1200,1496348722.8346086
1201,1551707930.1137657
1202,1662759677.7104406
1203,1607369250.9845603
1204,1607295696.867678
1205,1607310564.896321
1206,1551911173.8636158
1207,1496482219.744241
1208,1496250648.2768812
1209,1662979646.3536408
1210,1496750409.7469966
1211,1496643606.643504
1212,1607488858.7715554
1213,1607472386.3266377
1214,1551419976.564593
1215,1607240134.8949335
1216,1552122127.6743343
1217,1607129033.405918
1218,1662618749.6066191
1219,1551974265.875983
1220,1663195929.5435884
1221,1662698226.12397
1222,1496493093.7431798
1223,1607461190.883275
1224,1607239508.863234
1225,1552093537.709029
1226,1662877783.7197912
1227,1496574438.2527304
1228,1551914763.1488376
1229,1551531737.068918
1230,1496877779.731677
1231,1552165440.6748505
1232,1607285153.1844873
1233,1551923920.5758522
1234,1496355522.9995606
1235,1607337086.2721193
1236,1496519697.2800841
1237,1551497367.4957113
1238,1663104967.5041435
1239,1496320188.0035398
1240,1551801326.7870708
1241,1496128394.4744608
1242,1551700552.985364
1243,1552089567.4043326
1244,1607557885.1805708
1245,1552318573.2422957
1246,1662900005.8308475
1247,1607673150.8206513
1248,1552095239.8433926
1249,1662793314.1382787
1250,1607443266.4217002
1251,1552410412.287244
1252,1607279615.7464683
1253,1607834214.2425952
1254,1607706950.8300493
1255,1552239435.530725
1256,1551878060.908746
1257,1551800447.9221447
1258,1552169633.9062042
1259,1607954052.2738016
1260,1663047676.754188
1261,1551580917.6459305
1262,1551759246.1392808
1263,1496373287.379736
1264,1551724169.8027694
1265,1552268661.1428022
1266,1551624127.0481632
1267,1551953939.9637024
1268,1496467689.4437835
1269,1607594138.3824842
1270,1496945052.442205
1271,1551861995.1628253
1272,1496415313.9867885
