,system_time,midpoint,spread,bid1,ask1,bid2,ask2,bid3,ask3,bid4,ask4,bid5,ask5,bid6,ask6,bid7,ask7,bid8,ask8,bid9,ask9,bid10,ask10,bid1_v,ask1_v,bid2_v,ask2_v,bid3_v,ask3_v,bid4_v,ask4_v,bid5_v,ask5_v,bid6_v,ask6_v,bid7_v,ask7_v,bid8_v,ask8_v,bid9_v,ask9_v,bid10_v,ask10_v
10,2021-04-08 00:10:59.968678+00:00,55903.305,6.61,55899.41999984812,55906.729999981035,55899.12000010809,55906.86000015311,55894.88000028417,55906.87000010377,55894.81999976672,55906.94000016514,55894.08000016391,55907.22000000386,55894.069999806496,55908.0499999761,55893.139999920895,55908.280000061524,55892.67000020615,55908.520000097604,55892.12000007262,55909.05999987372,55891.55000003777,55909.31999981112,2259.449951171875,20010.390625,15895.23046875,592.6099853515625,1352.6600341796875,592.6099853515625,429.1199951171875,2639.6298828125,12036.4404296875,1988.969970703125,24805.7890625,1989.0,916.6500244140624,52051.48828125,1923.02001953125,916.9000244140624,916.6300048828124,715.0800170898438,20004.26953125,916.9099731445312
11,2021-04-08 00:11:59.968678+00:00,56022.155,0.01,56019.28999991975,56022.16999999947,56016.019999863376,56022.81999999666,56014.54000016195,56022.83999997473,56006.780000317354,56023.50000001508,56006.33999967902,56023.51000002959,56005.9800007872,56023.87000004235,56004.63999965844,56025.75000012026,56003.39999948997,56025.77000014927,56003.330000611255,56026.01000008984,56003.31999937391,56026.33000014647,115370.421875,403.3599853515625,1584.22998046875,87130.453125,61722.9296875,58.79999923706055,918.510009765625,91766.15625,433.2200012207031,5000.0,918.5,34.63999938964844,918.47998046875,978.3599853515624,13995.58984375,2288.139892578125,7760.0498046875,2801.300048828125,25184.689453125,123.1999969482422
12,2021-04-08 00:12:59.968678+00:00,56022.2,0.88,56015.61999984279,56022.84000001591,56013.019999689,56023.869999993745,56011.299999888266,56024.96999992555,56011.089999822536,56025.74999984941,56009.22999970624,56026.329999933885,56009.220000091314,56029.05000035817,56008.94999989035,56029.07000040325,56008.92999984526,56029.120000108334,56008.130000487756,56030.81999986399,56007.840000241704,56031.810000057376,5601.56005859375,0.0,19600.4609375,2801.18994140625,2800.570068359375,2801.25,386220.3125,78592.0078125,280.29998779296875,50789.30078125,8401.3798828125,2941.530029296875,20003.8203125,4762.47021484375,2240.360107421875,16239.7998046875,918.530029296875,5000.0,2240.31005859375,8404.76953125
13,2021-04-08 00:13:59.968678+00:00,56063.29,0.02,56063.189999999646,56063.40999999788,56060.97000005809,56067.95999992791,56060.909999969925,56068.01000000138,56060.11000001809,56072.589999797034,56059.71000004216,56073.02999962777,56054.38999997494,56073.12999977472,56054.38000036815,56076.56999993474,56053.51000031346,56076.63000002291,56052.25000009357,56079.79999937826,56050.42000025984,56080.440000318726,19618.01953125,0.0,1457.5899658203125,13108.5400390625,919.4000244140624,26217.099609375,919.3900146484376,28612.740234375,919.3800048828124,280.3699951171875,280.5299987792969,33.63999938964844,1961.9000244140625,2944.02001953125,5605.35009765625,29438.26953125,20004.140625,280.6600036621094,3363.030029296875,280.3999938964844
14,2021-04-08 00:14:59.968678+00:00,56088.425,0.01,56083.82999996376,56093.59000013888,56083.799999936884,56097.26999976335,56082.77999983914,56097.33999982608,56082.75999982122,56100.69000037916,56082.74999981226,56101.2100000289,56080.88999977805,56101.639999597995,56080.87999976909,56102.36999943589,56080.86999976013,56102.37999944486,56078.73000029123,56103.08000007207,56078.27999988802,56103.43000038568,23903.58984375,0.0,93587.7421875,5000.0,2804.139892578125,0.0,183367.625,17553.650390625,50068.21875,12067.2197265625,280.6600036621094,0.0,88995.46875,8168.72998046875,194.77999877929688,51173.08984375,84.12000274658203,0.0,919.6799926757812,2805.169921875
15,2021-04-08 00:15:59.968678+00:00,56089.495,0.01,56088.629999965735,56089.50999999989,56088.619999970055,56109.80999928028,56087.31000002609,56110.329999871756,56087.240000056336,56112.279999641156,56087.069999925756,56112.45999997146,56086.290000058805,56112.910000797245,56083.35999989674,56116.010000681796,56082.59000002546,56116.0199992491,56082.57999982574,56116.02999944884,56082.06000005047,56116.40000030919,8413.2900390625,149165.703125,919.8499755859376,717.6400146484375,919.8300170898438,2945.7900390625,20003.220703125,717.6799926757812,919.8300170898438,822.6099853515625,19626.099609375,8416.9404296875,2243.330078125,8066.77978515625,21202.80078125,13304.5,78905.59375,8417.400390625,113780.546875,20015.619140625
16,2021-04-08 00:16:59.968678+00:00,56197.61,16.32,56189.2200001236,56205.88000005557,56189.17000006195,56207.44000017977,56188.09999988764,56209.519999800184,56186.84000013332,56209.56000001306,56186.23000036259,56209.56999986183,56184.630000025514,56211.19999974522,56183.980000041905,56211.20999959399,56181.19999955847,56211.58999957182,56181.18999970969,56212.44999965078,56181.17999986092,56212.88999953903,4944.64990234375,8061.330078125,17418.640625,1686.219970703125,20000.630859375,4946.43994140625,1966.5400390625,2852.14990234375,2809.31005859375,5000.0,5000.0,29565.400390625,19997.359375,81511.546875,281.1600036621094,101650.3828125,16636.26953125,20911.029296875,33500.83984375,95898.8125
17,2021-04-08 00:17:59.968678+00:00,56268.82,11.0,56262.60999980573,56274.92999986479,56262.24999984788,56274.94000010245,56262.020000113625,56275.3200001262,56261.19999986843,56276.63999997169,56260.3900002703,56276.72000023526,56259.60999974749,56276.739999891746,56256.180000114866,56277.25999996735,56255.66000003927,56278.21999985498,56254.520000786826,56278.72999969293,56254.3499992032,56282.9699997425,301.489990234375,5209.2099609375,917.0700073242188,29607.41015625,36729.03125,858.8900146484375,917.0599975585938,7837.18994140625,917.0399780273438,69.44999694824219,53093.3203125,53029.69921875,49.88999938964844,281.3900146484375,84175.34375,574.0399780273438,20527.26953125,28302.5703125,1462.6099853515625,58940.44140625
18,2021-04-08 00:18:59.968678+00:00,56246.68,6.76,56242.82000004101,56251.37000003393,56242.8100000549,56251.78999985983,56240.31999983008,56252.160000164426,56237.490000077494,56252.17000015054,56237.47999968213,56252.26000002553,56237.390000216394,56252.36999987275,56234.97999988045,56252.57000000422,56234.93000035915,56252.58999997644,56234.669999901766,56254.86000009757,56234.069999916625,56259.960000380546,2945.35009765625,2459.5,7860.169921875,17438.05078125,216331.234375,28279.75,5623.75,5209.0400390625,137049.078125,106005.9609375,5000.0,118600.953125,4948.68017578125,116502.2421875,916.6300048828124,129.0,4517.64990234375,20011.470703125,916.6199951171876,4091.489990234375
19,2021-04-08 00:19:59.968678+00:00,56326.915,0.01,56321.29999987086,56327.04000000052,56321.20999988996,56327.61999998702,56320.59999983724,56330.7700001383,56319.68000021461,56330.7800000451,56319.47999961952,56331.880000039375,56318.43000038876,56332.000000150525,56317.62999964778,56334.05999980449,56315.37000021839,56335.27000000312,56315.360000311586,56335.43000015132,56315.219999977,56335.760000354516,17459.599609375,5000.0,186852.265625,5189.5498046875,228276.359375,19428.55078125,5000.0,28378.30078125,918.010009765625,675.4099731445312,917.989990234375,20014.44921875,917.97998046875,2530.6201171875,281.8299865722656,20014.5703125,309.7300109863281,30092.060546875,2085.43994140625,28715.529296875
20,2021-04-08 00:20:59.968678+00:00,56200.005000000005,0.01,56199.48999999903,56208.35999990617,56199.24999999411,56211.130000007695,56199.05999998382,56211.1900000217,56198.34000002017,56211.200000296645,56196.17999992477,56212.92000015301,56192.49999974708,56212.93999988508,56192.49000028996,56216.20000037361,56191.65000009384,56217.98000024399,56189.46000040034,56218.220000300025,56184.86999932867,56219.05000022121,17421.83984375,2810.419921875,5000.0,17425.44921875,19590.919921875,5189.60009765625,2081.110107421875,8431.6796875,20003.130859375,2951.179931640625,281.2200012207031,20009.099609375,26078.9296875,8432.4296875,5225.81982421875,235.5399932861328,20001.2890625,28041.650390625,16092.1904296875,281.3500061035156
21,2021-04-08 00:21:59.968678+00:00,56191.45,5.54,56180.10999987773,56194.450000096156,56179.000000142645,56194.460000075356,56178.90999992103,56194.49000001295,56175.57000032775,56194.49999999214,56174.81000027341,56194.59999998853,56174.749999580534,56195.18000000849,56173.77000080155,56195.38000000127,56173.75000002547,56195.82999988282,56173.269999388634,56198.4199998098,56173.26000063598,56199.91999996009,17415.830078125,5189.77001953125,718.530029296875,20061.419921875,718.530029296875,31039.1796875,2080.260009765625,20010.73046875,15929.6904296875,58.91999816894531,20003.720703125,5000.0,615.1900024414062,584.4299926757812,1685.2099609375,2247.830078125,281.1199951171875,281.25,472.8800048828125,84820.0234375
22,2021-04-08 00:22:59.968678+00:00,56109.9,2.7,56108.44000001765,56111.259999980764,56107.840000008124,56114.50000007303,56106.75999990932,56114.50999982824,56106.70999990853,56114.5199999917,56106.699999949196,56116.339999938944,56103.579999981324,56117.24999970844,56103.22999997576,56117.30000011749,56102.43999971827,56119.349999741775,56102.42999996306,56120.33000024724,56101.33999970081,56120.34000000245,887.8599853515625,17731.259765625,17393.4296875,1872.9200439453125,24967.509765625,8935.48046875,133227.09375,20008.599609375,670519.875,2946.110107421875,115168.2578125,5000.0,2077.590087890625,1945.31005859375,280.7699890136719,16621.630859375,102032.9375,58.43999862670898,4936.919921875,154493.703125
23,2021-04-08 00:23:59.968678+00:00,56157.19,1.72,56156.30000002857,56158.059999949124,56152.82000002777,56158.63999998331,56152.810000016616,56158.649999994464,56152.789999994304,56158.860000024455,56152.379999945486,56159.47999989896,56150.56999996914,56160.28999998544,56150.04000019505,56162.07000013262,56149.99000013926,56164.82000034048,56149.71999983803,56165.85999986636,56147.09000017265,56165.9900000114,10135.0,5000.0,1531.9300537109375,5249.169921875,5615.27978515625,31840.119140625,2468.77001953125,36269.55078125,14725.5595703125,921.02001953125,2079.340087890625,921.030029296875,4941.2001953125,20009.490234375,300514.375,16017.7802734375,20005.08984375,281.0899963378906,2807.35009765625,58.90999984741211
24,2021-04-08 00:24:59.968678+00:00,56152.385,0.01,56149.99000001421,56156.81000015287,56147.21999982849,56157.919999976555,56146.58999991752,56158.000000166285,56142.1400002416,56158.060000002166,56142.13000026896,56161.36999993647,56139.9599996677,56162.490000141355,56134.50000071169,56163.050000243806,56134.02000039042,56165.27999986381,56130.15999950918,56166.75000074557,56129.75000063069,56168.12000026661,0.0,17408.609375,19998.73046875,14964.33984375,382.0,113111.9921875,5247.56005859375,5000.009765625,19998.6796875,18940.640625,2807.0,358222.0625,2078.739990234375,30193.259765625,5000.0,22466.109375,920.530029296875,3370.0,5612.97998046875,281.1000061035156
25,2021-04-08 00:25:59.968678+00:00,56000.005000000005,0.01,55998.99999995567,56000.63999998063,55994.67000016957,56001.01000004434,55994.6199999008,56001.92999995772,55988.94000009013,56002.3199999354,55985.6900005478,56004.01999990599,55981.400000793365,56004.66000000518,55981.39000025066,56007.37000039332,55980.89999973545,56008.88000003525,55980.19000031936,56009.63999972011,55975.50000004456,56010.19999995969,1161.1300048828125,17360.19921875,4983.52978515625,212014.765625,1950.0799560546875,20008.439453125,82.69999694824219,20720.859375,48531.6484375,20010.189453125,5598.14013671875,30673.75,29838.080078125,20959.669921875,29967.48046875,5000.0,2799.010009765625,20009.01953125,29208.900390625,19599.470703125
26,2021-04-08 00:26:59.968678+00:00,55976.805,0.01,55972.38999993605,55981.439999868795,55970.19999991632,55988.82999997814,55970.00999989975,55989.959999605206,55968.04000009214,55989.97000007767,55963.590000003715,55989.99000020804,55963.20000031263,55989.99999986593,55960.17000051966,55990.01999999629,55959.23000009461,55990.65000043715,55955.830000740934,55992.62999949536,55955.8199994539,55994.809999857185,5597.240234375,327427.03125,17350.759765625,17356.5390625,321540.09375,2796.949951171875,1139.8800048828125,2939.469970703125,652.469970703125,53848.01953125,2072.39990234375,82313.046875,2798.010009765625,2432.72998046875,2238.3701171875,21276.44921875,280.0299987792969,55.9900016784668,0.0,33160.12890625
27,2021-04-08 00:27:59.968678+00:00,56004.955,4.23,56002.52999998991,56010.40999994625,55992.16000012235,56011.59000000073,55991.360000085406,56015.00000036192,55990.56000004847,56018.799999722396,55989.299999582814,56020.31999979258,55988.15000014095,56020.3600006094,55988.140000344225,56021.74000026563,55986.55999986379,56021.8100004726,55984.780000189094,56028.22000056482,55984.76000059566,56029.30999959642,1952.219970703125,5249.52001953125,918.27001953125,224210.8125,918.260009765625,17364.650390625,918.25,1680.56005859375,32015.560546875,4761.72998046875,124293.6875,30026.4609375,263805.0625,59.540000915527344,2799.330078125,3920.7099609375,16550.619140625,2267.969970703125,82364.7265625,17.200000762939453
28,2021-04-08 00:28:59.968678+00:00,56082.695,0.01,56072.79000002183,56083.509999998874,56072.54000003845,56084.3099999865,56070.00000017464,56084.319999994,56068.20999944486,56084.7500000103,56067.670000264225,56084.969999971196,56067.200000523975,56085.12000008364,56066.94000073712,56088.130000095756,56066.5600000442,56088.759999955946,56065.23999987079,56088.77000016747,56063.40000012367,56089.74999967795,717.1699829101562,18305.66015625,2803.6298828125,280.67999267578125,2679.590087890625,919.780029296875,717.1099853515625,1682.5400390625,1983.6800537109373,579267.0625,20001.30078125,919.7999877929688,5000.0,20010.580078125,1787.75,29268.0,8409.7900390625,128436.1171875,20001.060546875,3925.4599609375
29,2021-04-08 00:29:59.968678+00:00,56124.995,0.01,56121.96000002191,56125.810000018675,56114.52000010824,56125.8200000139,56113.3799998366,56126.62000003974,56113.16999993701,56126.68000001105,56110.57000036347,56127.80000008807,56110.51000039215,56129.53999986864,56109.359999308566,56129.54999986386,56105.8399993582,56129.66999980648,56105.82999936297,56130.65000015462,56102.02999954648,56131.309999839046,25984.580078125,5249.3701171875,499.4200134277344,920.4600219726562,266.5400085449219,920.47998046875,2114.679931640625,20011.169921875,1924.25,920.5,51060.5,262.4700012207031,19634.169921875,3928.25,15329.3203125,19476.970703125,20002.720703125,0.0,280.7699890136719,20012.669921875
30,2021-04-08 00:30:59.968678+00:00,56071.195,7.85,56066.28000003816,56075.12999986652,56065.96999993308,56077.130000044395,56064.8299998888,56077.13999983722,56063.6900002525,56079.30000037202,56062.399999644134,56080.46000000194,56062.39000025928,56080.47000020274,56062.18000012229,56080.68999972458,56062.06000016058,56081.41999969567,56059.44999997332,56081.45000029806,56059.439999772534,56081.4699998837,717.0900268554688,11576.330078125,17380.44921875,5249.27978515625,17439.5390625,2274.669921875,2872.449951171875,5000.0,15298.849609375,146580.578125,2803.1201171875,20010.119140625,1758.0,919.719970703125,20001.51953125,2804.070068359375,280.54998779296875,2944.280029296875,1962.0799560546875,3725.969970703125
31,2021-04-08 00:31:59.968678+00:00,56075.145,0.01,56075.000000006075,56077.92999997378,56068.02999972417,56081.010000133036,56068.019999634904,56082.150000109854,56067.779999940416,56084.58999985981,56066.6400003716,56085.65000034646,56065.48999989751,56085.65999961973,56064.209999894905,56085.86999986241,56063.69000014886,56085.959999849845,56061.98000038763,56088.769999638804,56058.60000040626,56089.5799995257,10622.1396484375,5249.4501953125,84491.28125,17385.109375,919.52001953125,8412.3203125,17381.009765625,577.6300048828125,90831.21875,17126.80078125,2065.68994140625,16415.80078125,20001.849609375,24500.48046875,59.43999862670898,1682.5799560546875,1760.18994140625,8413.3203125,19999.849609375,4326.9501953125
32,2021-04-08 00:32:59.968678+00:00,56023.655,0.01,56023.60000000165,56023.69999999952,56016.929999930544,56024.39000000808,56015.78999995544,56028.550000184514,56015.549999703224,56029.010000124406,56014.099999945865,56034.85999974993,56014.09000007123,56035.29000006593,56011.769999807235,56035.790000319605,56011.08000030502,56035.80000019424,56008.78999966492,56035.87000013192,56008.77999979029,56038.349999205304,218971.09375,20011.66015625,17365.25,58.79999923706055,355853.03125,20012.0,5000.0,8404.349609375,116137.109375,5216.97021484375,19600.83984375,2913.840087890625,102202.9765625,3871.3701171875,88035.140625,8405.3701171875,15203.6396484375,3897.610107421875,125459.671875,32967.359375
33,2021-04-08 00:33:59.968678+00:00,56108.305,0.01,56108.28999999942,56108.54999999995,56104.83000013606,56111.000000101536,56098.79000002893,56112.060000155485,56098.7799997415,56112.07000003468,56096.44000025017,56112.3799999638,56091.53999984288,56112.950000017845,56091.529999555445,56113.42999993444,56091.249999672145,56114.23000006758,56089.92000063468,56115.75000007562,56089.09999992667,56116.30000037128,14430.919921875,1048.7900390625,2345.989990234375,32197.369140625,5609.8798828125,280.82000732421875,19630.470703125,20015.0703125,2804.820068359375,920.239990234375,280.7099914550781,308.6199951171875,5000.0,920.260009765625,1053.8299560546875,920.27001953125,2243.60009765625,2020.760009765625,5215.2001953125,2946.110107421875
34,2021-04-08 00:34:59.968678+00:00,56111.005000000005,0.01,56110.419999993195,56111.81999997765,56110.00000001317,56112.300000027724,56108.31000003887,56112.62999997922,56101.42999969536,56113.43000002866,56100.820000165455,56114.480000106305,56100.81000021331,56114.9100000895,56100.80000026117,56119.00999965392,56100.67000006687,56119.019999606055,56100.009999959744,56119.03000037472,56100.0000000076,56119.04000032685,432.0499877929688,635984.0,70.13999938964844,17394.810546875,49.75,1840.489990234375,717.5399780273438,920.260009765625,2805.0400390625,11316.76953125,5610.080078125,8417.240234375,312.0199890136719,74.19999694824219,19631.130859375,29283.7890625,280.760009765625,3491.77001953125,117464.9765625,5000.0
35,2021-04-08 00:35:59.968678+00:00,56067.085,0.01,56065.119999943374,56068.20999999116,56065.06000007711,56069.410000070115,56062.76000010425,56073.43999996047,56062.74999982058,56074.39999986046,56057.47999963447,56074.41000014413,56057.47000016668,56076.31999966044,56054.94999966432,56076.32999994411,56054.86000037484,56077.32000028715,56054.80999977239,56077.3400000386,56054.42999959952,56079.41000001418,4989.7998046875,1682.050048828125,750944.5625,8410.41015625,17379.4609375,174.3800048828125,0.0,5195.39013671875,5605.75,8411.16015625,280.5400085449219,28233.990234375,952.9299926757812,102573.3203125,29821.189453125,123297.3828125,5000.0,119167.9375,919.2899780273438,8411.91015625
36,2021-04-08 00:36:59.968678+00:00,56090.195,0.01,56089.52999999732,56090.210000000574,56089.40000001253,56103.100000089886,56089.37000000819,56109.389999350366,56089.359999989734,56109.620000284885,56087.58000002131,56109.90999990172,56086.84000008431,56109.92000022626,56082.33000023111,56111.990000474696,56082.050000122574,56113.72999980816,56081.73999985667,56114.19000004475,56080.1999996679,56114.310000674275,320.95001220703125,89.73999786376953,2804.469970703125,28247.470703125,100117.0,717.6400146484375,36845.98046875,5195.39013671875,31941.880859375,280.8099975585937,2464.909912109375,197815.84375,3364.93994140625,5611.2001953125,1682.4599609375,920.27001953125,2243.27001953125,0.0,5608.02001953125,0.0
37,2021-04-08 00:37:59.968678+00:00,56205.025,0.01,56197.9400000332,56210.540000175315,56197.60999992335,56211.68000003433,56197.55000027515,56215.34999978135,56197.530000392406,56217.1100000946,56196.999999819425,56217.499999852655,56196.990000287,56217.53999961813,56193.27000001526,56218.58999959589,56191.600000401144,56218.59999994621,56190.170000197744,56219.800000271316,56185.730000058094,56220.14000073148,17421.359375,17425.26953125,281.239990234375,5195.669921875,90187.0625,1686.4599609375,88346.46875,1203.8299560546875,108968.7578125,10395.080078125,58.91999816894531,2011.9000244140625,271997.09375,6934.490234375,1943.56005859375,123.5199966430664,20000.58984375,19672.8203125,5193.2900390625,23535.990234375
38,2021-04-08 00:38:59.968678+00:00,56194.265,0.01,56191.640000093066,56194.27999999993,56190.12999995813,56195.07999998415,56179.19000005549,56195.879999963574,56179.039999803805,56196.68000004522,56178.66999961911,56197.34999991555,56174.30999960858,56197.359999986846,56174.260000069844,56197.40000006759,56173.039999549255,56198.15999996627,56172.99000001051,56199.11999985981,56172.98000075695,56199.89000003422,106.76000213623048,20055.8203125,497.510009765625,921.5999755859376,718.530029296875,921.6099853515624,718.530029296875,921.6300048828124,15910.3203125,28294.9296875,4943.33984375,110670.2109375,19656.880859375,103691.078125,24940.830078125,101698.3984375,4975.1298828125,20013.94921875,338283.09375,5619.990234375
39,2021-04-08 00:39:59.968678+00:00,56266.845,0.01,56261.42000008328,56270.28999984336,56261.39999990058,56270.3000001394,56261.39000001393,56273.33000018345,56259.980000029915,56273.91999963671,56259.969999733876,56274.8299999661,56259.92000030062,56274.83999985275,56259.89999970854,56275.26000000478,56259.24999970719,56275.84999986743,56256.849999891194,56277.78000009816,56256.84000000454,56278.120000338204,85043.828125,3174.8798828125,5160.72021484375,20012.529296875,4951.0,15385.5498046875,281.5599975585937,11561.7197265625,24923.169921875,5157.669921875,2813.0,20012.23046875,2480.0,1057.6600341796875,19686.619140625,5627.58984375,16625.890625,917.3300170898438,5000.0,5627.81005859375
