,losses
0,100.43253326416016
1,98.76367950439453
2,98.74601745605469
3,96.25396728515625
4,96.2920913696289
5,96.84494018554688
6,97.73888397216797
7,95.49288940429688
8,96.05369567871094
9,96.16242218017578
10,96.25089263916016
11,95.49758911132812
12,96.980224609375
13,94.95714569091797
14,93.12770080566406
15,94.76319122314453
16,93.69854736328125
17,94.65394592285156
18,97.52212524414062
19,94.56117248535156
20,97.31886291503906
21,93.9281234741211
22,92.29747009277344
23,94.66690063476562
24,93.52381134033203
25,92.00402069091797
26,93.5970687866211
27,95.42601013183594
28,89.9219970703125
29,90.72610473632812
30,94.95819091796875
31,91.0349349975586
32,88.36160278320312
33,92.97254180908203
34,93.46195220947266
35,90.83419036865234
36,91.45526123046875
37,93.76553344726562
38,83.3541030883789
39,88.34172058105469
40,86.48509979248047
41,88.40190124511719
42,87.32154846191406
43,89.43049621582031
44,87.67666625976562
45,89.7684097290039
46,89.60689544677734
47,91.63021850585938
48,87.42225646972656
49,90.69778442382812
50,88.77033996582031
51,83.37759399414062
52,89.45687866210938
53,84.0478286743164
54,81.59259033203125
55,86.70437622070312
56,90.76427459716797
57,86.62796020507812
58,83.75532531738281
59,86.34325408935547
60,83.58432006835938
61,83.53006744384766
62,83.97682189941406
63,82.94905853271484
64,87.14582061767578
65,86.45764923095703
66,82.55284881591797
67,81.28640747070312
68,83.427734375
69,84.25020599365234
70,77.40216064453125
71,81.82926177978516
72,84.53799438476562
73,80.31280517578125
74,81.73321533203125
75,81.28292083740234
76,77.72372436523438
77,75.98294067382812
78,77.78007507324219
79,83.82474517822266
80,79.5836181640625
81,81.67713928222656
82,84.2894515991211
83,84.07674407958984
84,78.2694091796875
85,81.70361328125
86,75.98590087890625
87,75.97063446044922
88,79.41643524169922
89,75.04256439208984
90,76.90812683105469
91,75.1208267211914
92,73.4417495727539
93,71.95103454589844
94,76.55193328857422
95,79.39481353759766
96,78.10517120361328
97,73.71739196777344
98,77.46038055419922
99,72.1906509399414
100,69.42140197753906
101,72.21897888183594
102,71.8306884765625
103,67.33201599121094
104,71.95747375488281
105,78.0787124633789
106,73.99866485595703
107,73.60649108886719
108,72.99983215332031
109,73.8153076171875
110,71.69783020019531
111,75.01506805419922
112,80.26399993896484
113,70.93451690673828
114,74.41190338134766
115,72.6494140625
116,72.2697982788086
117,74.05266571044922
118,74.47362518310547
119,69.10541534423828
120,65.67871856689453
121,71.47868347167969
122,72.32212829589844
123,62.21139144897461
124,75.87478637695312
125,67.79617309570312
126,66.7066650390625
127,76.61555480957031
128,69.9305648803711
129,67.57292175292969
130,61.34727478027344
131,71.91789245605469
132,69.16170501708984
133,67.39195251464844
134,71.6185073852539
135,65.60204315185547
136,70.97477722167969
137,69.82505798339844
138,75.7711410522461
139,68.86420440673828
140,65.33728790283203
141,74.09497833251953
142,70.10929107666016
143,66.59159851074219
144,70.87017059326172
145,74.59513854980469
146,62.68187713623047
147,66.23504638671875
148,64.74564361572266
149,67.4061050415039
150,65.30232238769531
151,63.70398712158203
152,65.9305191040039
153,61.382774353027344
154,63.65778350830078
155,65.22528839111328
156,67.07870483398438
157,64.44087982177734
158,68.84130859375
159,67.62952423095703
160,68.25349426269531
161,58.76740646362305
162,64.47225952148438
163,60.08195495605469
164,61.56958770751953
165,68.53877258300781
166,65.46924591064453
167,63.647003173828125
168,67.43548583984375
169,68.3345947265625
170,59.79143524169922
171,67.72227478027344
172,64.95549774169922
173,61.13505172729492
174,66.02458953857422
175,63.36802673339844
176,56.42597198486328
177,59.1726188659668
178,61.621620178222656
179,60.79976272583008
180,62.614654541015625
181,59.871681213378906
182,64.98808288574219
183,61.834720611572266
184,59.90647888183594
185,61.22063064575195
186,60.129756927490234
187,66.63426208496094
188,67.34934997558594
189,67.35783386230469
190,62.28973388671875
191,60.585933685302734
192,58.014461517333984
193,64.31631469726562
194,59.000144958496094
195,65.36687469482422
196,61.46574401855469
197,67.47412872314453
198,63.51138687133789
199,53.29597854614258
200,67.03829956054688
201,62.09605026245117
202,60.91074752807617
203,60.56370162963867
204,55.142242431640625
205,67.31935119628906
206,58.86054611206055
207,58.08795166015625
208,58.20204162597656
209,65.15705871582031
