,losses
0,99.65444946289062
1,100.0394058227539
2,99.350341796875
3,99.39888000488281
4,99.31523895263672
5,99.3325424194336
6,97.95948791503906
7,99.03264617919922
8,98.9332046508789
9,96.53783416748047
10,97.13968658447266
11,96.63746643066406
12,95.41310119628906
13,93.18248748779297
14,94.7772216796875
15,96.06009674072266
16,96.62767028808594
17,96.48095703125
18,95.3607406616211
19,93.70191955566406
20,95.3836441040039
21,95.4778060913086
22,92.5135269165039
23,94.2131118774414
24,90.90727233886719
25,91.98277282714844
26,91.48490142822266
27,90.81787109375
28,91.21675109863281
29,90.47782897949219
30,91.54302215576172
31,91.52577209472656
32,88.29639434814453
33,88.9382095336914
34,88.41381072998047
35,88.97872161865234
36,89.30580139160156
37,87.931884765625
38,89.51380157470703
39,87.9412841796875
40,86.90706634521484
41,86.72630310058594
42,86.31499481201172
43,91.16275024414062
44,88.58427429199219
45,85.71648406982422
46,88.38182067871094
47,82.13993072509766
48,85.1620864868164
49,88.24414825439453
50,89.11580657958984
51,91.4972915649414
52,88.246337890625
53,84.30631256103516
54,84.81778717041016
55,82.0017318725586
56,84.90117645263672
57,84.978515625
58,84.14613342285156
59,83.26277923583984
60,82.88919830322266
61,87.87957000732422
62,82.82862854003906
63,84.95954895019531
64,80.61906433105469
65,80.85044860839844
66,84.25941467285156
67,82.15211486816406
68,86.99626922607422
69,82.15792846679688
70,81.30437469482422
71,81.58871459960938
72,84.51779174804688
73,82.32872009277344
74,79.94889831542969
75,80.90743255615234
76,82.88375091552734
77,76.72313690185547
78,79.9727554321289
79,80.32263946533203
80,81.32025146484375
81,77.7150650024414
82,72.50941467285156
83,81.4435806274414
84,79.0865707397461
85,77.90779876708984
86,77.24267578125
87,83.33171844482422
88,82.22085571289062
89,75.78221893310547
90,81.01525115966797
91,76.0326156616211
92,75.35485076904297
93,77.09782409667969
94,79.8559799194336
95,74.9966812133789
96,79.52943420410156
97,75.3163070678711
98,73.83952331542969
99,79.66995239257812
100,76.43895721435547
101,75.720458984375
102,77.08269500732422
103,80.01006317138672
104,72.60652923583984
105,74.90665435791016
106,78.7842788696289
107,77.92688751220703
108,74.01927947998047
109,70.21763610839844
110,70.30087280273438
111,69.82678985595703
112,73.36967468261719
113,74.87764739990234
114,74.04714965820312
115,72.49986267089844
116,79.9742202758789
117,65.99950408935547
118,75.41015625
119,75.64373016357422
120,72.05010986328125
121,77.46334838867188
122,74.28617858886719
123,78.63967895507812
124,68.35014343261719
125,63.47316360473633
126,66.00176239013672
127,71.78807067871094
128,69.67414093017578
129,75.77534484863281
130,68.57481384277344
131,73.59229278564453
132,70.53939056396484
133,65.05239868164062
134,66.76233673095703
135,70.15739440917969
136,62.22597885131836
137,70.85710144042969
138,65.07098388671875
139,69.26224517822266
140,68.73204040527344
141,65.58441925048828
142,65.03927612304688
143,61.382537841796875
144,62.94843292236328
145,67.00593566894531
146,66.11187744140625
147,65.7143783569336
148,60.989990234375
149,66.56526184082031
150,64.41156768798828
151,70.21791076660156
152,63.600982666015625
153,72.45752716064453
154,63.56703186035156
155,67.82807922363281
156,65.42440795898438
157,72.90296936035156
158,67.60728454589844
159,68.20701599121094
160,63.31535339355469
161,68.38748931884766
162,65.48053741455078
163,67.00114440917969
164,65.08444213867188
165,64.21424102783203
166,64.5352783203125
167,62.36269760131836
168,65.84866333007812
169,64.75070190429688
170,66.47416687011719
171,61.73857879638672
172,62.811737060546875
173,63.31718444824219
174,67.32305145263672
175,67.3237533569336
176,62.10926055908203
177,60.15211868286133
178,61.70957946777344
179,68.01522827148438
180,63.075252532958984
181,66.98504638671875
182,68.13211059570312
183,57.918128967285156
184,61.12470245361328
185,66.10910034179688
186,59.981380462646484
187,60.130943298339844
188,69.63957214355469
189,59.42664337158203
190,64.14556121826172
191,58.84580612182617
192,56.54731750488281
193,66.31025695800781
194,61.380950927734375
195,65.89897155761719
196,62.07575988769531
197,57.406639099121094
198,60.017860412597656
199,64.02133178710938
200,60.01764678955078
201,64.6157455444336
202,65.71367645263672
203,58.11579132080078
204,60.220359802246094
205,62.65019989013672
206,59.2162971496582
207,62.20698547363281
208,63.97822189331055
209,55.408668518066406
210,66.68557739257812
211,62.47064971923828
212,55.19343566894531
213,62.76370620727539
214,57.995784759521484
215,53.43054962158203
216,57.73320007324219
217,53.541866302490234
218,59.230140686035156
219,64.75643157958984
220,59.22481155395508
221,59.34089660644531
222,66.82327270507812
223,60.66412353515625
224,66.21755981445312
225,61.845428466796875
226,67.6386489868164
